run_name,epoch,loss,noise_loss,reconstruction_loss,examples
gd_v2_tuning_diffusion,1,1.3310324759550498,1.295105428762839,0.3592703942681702,1136
gd_v2_tuning_diffusion,2,1.0867337760790972,1.0585168919093173,0.282168748513074,1136
gd_v2_tuning_diffusion,3,1.018383027802051,0.9920460783259969,0.26336943851390354,1136
gd_v2_tuning_diffusion,4,0.994905583455529,0.9711284209305132,0.23777159481820925,1136
gd_v2_tuning_diffusion,5,0.9662716917588677,0.9424435504725281,0.2382813572463855,1136
gd_v2_tuning_diffusion,6,0.9296875100740245,0.9061478435153693,0.23539654721676465,1136
gd_v2_tuning_diffusion,7,0.8960966031316301,0.875016107525624,0.210804895825789,1136
gd_v2_tuning_diffusion,8,0.8598524516736957,0.8404501130883123,0.19402341166852224,1136
gd_v2_tuning_diffusion,9,0.8185713106477764,0.7999317587261469,0.18639545646351827,1136
gd_v2_tuning_diffusion,10,0.7827693744444512,0.7646814257326261,0.18087951188356105,1136
gd_v2_tuning_diffusion,11,0.7620391484717248,0.7460995408850657,0.15939600618792252,1136
gd_v2_tuning_diffusion,12,0.7156063813558766,0.7003821898514117,0.15224190203236862,1136
gd_v2_tuning_diffusion,13,0.6845012945188603,0.670200506566276,0.14300803651272412,1136
gd_v2_tuning_diffusion,14,0.6769685535363748,0.6641075224943565,0.1286102845005586,1136
gd_v2_tuning_diffusion,15,0.6613640634106918,0.6487145499444343,0.12649511157626836,1136
gd_v2_tuning_diffusion,16,0.6340573883392442,0.6220319438988055,0.12025457253338585,1136
gd_v2_tuning_diffusion,17,0.6152435331277444,0.6040648582955481,0.1117867358343702,1136
gd_v2_tuning_diffusion,18,0.6057255066616435,0.5951688298037354,0.10556665482655378,1136
gd_v2_tuning_diffusion,19,0.5953740947683093,0.584022410318885,0.1135168755558175,1136
gd_v2_tuning_diffusion,20,0.585624590725966,0.5756774695826249,0.09947119390880557,1136
gd_v2_tuning_diffusion,21,0.5884257764883445,0.5785061649873223,0.09919616642972114,1136
gd_v2_tuning_diffusion,22,0.560789104918359,0.5502707513285355,0.10518359497819148,1136
gd_v2_tuning_diffusion,23,0.5657648998247066,0.5557943297104097,0.09970589024080358,1136
gd_v2_tuning_diffusion,24,0.5477641459921716,0.5378573536872864,0.0990679800300531,1136
gd_v2_tuning_diffusion,25,0.5612021877732075,0.5516887517042564,0.0951343317266921,1136
gd_v2_tuning_diffusion,26,0.555248477929075,0.5454841759842886,0.09764293780629064,1136
gd_v2_tuning_diffusion,27,0.5488372075725609,0.5395059249770473,0.09331286509691829,1136
gd_v2_tuning_diffusion,28,0.5483735363248369,0.5391857749979261,0.0918777078180246,1136
gd_v2_tuning_diffusion,29,0.5410320242525826,0.5315724057211003,0.09459620325917929,1136
gd_v2_tuning_diffusion,30,0.5511374624682145,0.5416242883238994,0.0951317493134821,1136
gd_v2_tuning_diffusion,31,0.544558475554829,0.5352567736531647,0.09301697536253593,1136
gd_v2_tuning_diffusion,32,0.5422620714550287,0.5330661023166817,0.0919595834025195,1136
gd_v2_final_diffusion,1,1.332867774157457,1.2986796510051672,0.3418811896317442,1420
gd_v2_final_diffusion,2,1.0676155842525858,1.0407050236849718,0.2691056506734499,1420
gd_v2_final_diffusion,3,1.0022920334842844,0.9764662018963989,0.2582581788721219,1420
gd_v2_final_diffusion,4,0.9700590150457032,0.9452480448803432,0.24810966211305538,1420
gd_v2_final_diffusion,5,0.949795482192241,0.9263427034230299,0.23452771419370677,1420
gd_v2_final_diffusion,6,0.9097093070057076,0.8872129131370867,0.2249639670194035,1420
gd_v2_final_diffusion,7,0.879315657347021,0.8590918512411521,0.20223789907677073,1420
gd_v2_final_diffusion,8,0.8323560704647656,0.8132233347691281,0.1913274108943805,1420
gd_v2_final_diffusion,9,0.7846899615207189,0.7667930126190186,0.17896945997023248,1420
gd_v2_final_diffusion,10,0.7515693169244578,0.7361727828710851,0.15396539086187389,1420
gd_v2_final_diffusion,11,0.7072712629613742,0.6930408968052394,0.14230371751415896,1420
gd_v2_final_diffusion,12,0.6804774757841943,0.6670262447545227,0.13451233061266618,1420
gd_v2_final_diffusion,13,0.6574785967947732,0.6449924153341374,0.12486176906337201,1420
gd_v2_final_diffusion,14,0.6226014635932278,0.6104168666920192,0.1218460052365988,1420
gd_v2_final_diffusion,15,0.6114254610639223,0.5997344707099485,0.11690988624599619,1420
gd_v2_final_diffusion,16,0.603856150533112,0.5929847969135768,0.10871349873257355,1420
gd_v2_final_diffusion,17,0.6003084508466049,0.5896220912396068,0.1068635256777347,1420
gd_v2_final_diffusion,18,0.5837385708177594,0.5732108253828236,0.10527761154611345,1420
gd_v2_final_diffusion,19,0.595509766860747,0.58558319555202,0.09926563769998685,1420
gd_v2_final_diffusion,20,0.5736611950565392,0.5636262203606082,0.1003497011854615,1420
gd_v2_final_diffusion,21,0.5521352977819846,0.5417464815394979,0.10388811795224606,1420
gd_v2_final_diffusion,22,0.5792859507278657,0.5695595825222176,0.09726371043164965,1420
gd_v2_final_diffusion,23,0.5561132315178992,0.5462635596033553,0.09849674632431756,1420
gd_v2_final_diffusion,24,0.5590570295360726,0.5495143113001971,0.0954271588526981,1420
gd_v2_final_diffusion,25,0.5536144600787632,0.5438925798510162,0.09721886039199963,1420
gd_v2_final_diffusion,26,0.5380852036073174,0.5284028239653145,0.0968236280788838,1420
gd_v2_final_diffusion,27,0.5390956526071253,0.5294399745027784,0.09655676267936196,1420
gd_v2_final_diffusion,28,0.5321747504489522,0.5224499685663573,0.09724780596058133,1420
gd_v2_final_diffusion,29,0.5422605052800246,0.5329966298291381,0.09263866042167368,1420
gd_v2_final_diffusion,30,0.5501089927176355,0.5409521510903265,0.09156846259261521,1420
gd_v2_final_diffusion,31,0.5383820315481911,0.5291802057078187,0.09201833477742236,1420
gd_v2_final_diffusion,32,0.5232275977940627,0.5138498947653972,0.09377708105554043,1420
