split,item_id,item_idx,phase,graph_sample_count,graph_mean,graph_std_within,graph_between_sample_std,graph_density_gt_0_5,graph_diag_mean,guidance_loss_mean,guidance_loss_last,sampling_seconds
validation,1,0,Cold,4,0.5631999373435974,0.1768845170736313,0.009578981436789036,0.6049382716049383,1.0,0.0,0.0,0.0020279460004530847
validation,1,0,Warm A,4,0.5648337602615356,0.17688488960266113,0.0075156171806156635,0.6172839506172839,1.0,0.5069404443105062,0.5068495273590088,0.014390636002644897
validation,1,0,Warm B,4,0.5623989105224609,0.17831306159496307,0.012094900943338871,0.5987654320987654,1.0,0.5178013443946838,0.5176891684532166,0.013867617992218584
validation,1,0,Warm C,4,0.5584059357643127,0.1783992201089859,0.012406668625772,0.5740740740740741,1.0,0.4982004463672638,0.4980555474758148,0.014090054959524423
validation,5,4,Cold,4,0.5602558255195618,0.17910803854465485,0.006859699729830027,0.5987654320987654,1.0,0.0,0.0,0.0017493999912403524
validation,5,4,Warm A,4,0.5627861022949219,0.1775333732366562,0.008524633944034576,0.6111111111111112,1.0,0.5513598620891571,0.5512753129005432,0.013789829972665757
validation,5,4,Warm B,4,0.5604113340377808,0.17957803606987,0.010097655467689037,0.5802469135802469,1.0,0.6347190737724304,0.6345037221908569,0.013859144994057715
validation,5,4,Warm C,4,0.561065673828125,0.17900346219539642,0.0101811233907938,0.6111111111111112,1.0,0.589978039264679,0.5898595452308655,0.013786114985123277
validation,7,6,Cold,4,0.5637066960334778,0.17874251306056976,0.010359068401157856,0.6111111111111112,1.0,0.0,0.0,0.0017557739629410207
validation,7,6,Warm A,4,0.5627131462097168,0.17659100890159607,0.008072414435446262,0.6049382716049383,1.0,0.6417827904224396,0.6417521238327026,0.013756261963862926
validation,7,6,Warm B,4,0.5620142817497253,0.1777910590171814,0.00987287051975727,0.6049382716049383,1.0,0.6653734346230825,0.6652817726135254,0.01387783297104761
validation,7,6,Warm C,4,0.5605478286743164,0.17827127873897552,0.009536849334836006,0.5802469135802469,1.0,0.6539709568023682,0.6538714170455933,0.013784647977445275
validation,11,10,Cold,4,0.5635598301887512,0.1808241307735443,0.010513697750866413,0.5864197530864198,1.0,0.0,0.0,0.0017539000255055726
validation,11,10,Warm A,4,0.5619465112686157,0.17772714793682098,0.00765067245811224,0.5802469135802469,1.0,0.5545405646165212,0.5544567704200745,0.01373701699776575
validation,11,10,Warm B,4,0.5645847916603088,0.17778268456459045,0.009209097363054752,0.6049382716049383,1.0,0.5853099425633749,0.5852581858634949,0.013772260979749262
validation,11,10,Warm C,4,0.56317138671875,0.17884095013141632,0.010557393543422222,0.6049382716049383,1.0,0.6034066875775655,0.6033509969711304,0.013810010976158082
validation,17,16,Cold,4,0.5626540780067444,0.17876623570919037,0.0074835573323071,0.5864197530864198,1.0,0.0,0.0,0.0017560150008648634
validation,17,16,Warm A,4,0.5635148286819458,0.178351029753685,0.009445009753108025,0.6049382716049383,1.0,0.5351604620615641,0.5350410342216492,0.013743201037868857
validation,17,16,Warm B,4,0.5612059235572815,0.17918609082698822,0.010495472699403763,0.5802469135802469,1.0,0.5140637854735056,0.5139062404632568,0.013788259006105363
validation,17,16,Warm C,4,0.5609264373779297,0.18016915023326874,0.010739215649664402,0.5679012345679012,1.0,0.49379530052344006,0.493582546710968,0.013774772989563644
validation,41,36,Cold,4,0.5634627938270569,0.17665062844753265,0.010289874859154224,0.6111111111111112,1.0,0.0,0.0,0.0017531089833937585
