split,phase,rows,positives,threshold,accuracy,precision,recall,f1,roc_auc,predicted_positive_rate,score_mean,score_std,tp,fp,fn,tn
evaluation,Cold,57569,23501,0.29461801052093506,0.5201931595129323,0.4581037392488969,0.9586826092506702,0.6199609256762334,0.7446883366655256,0.8542965832305581,0.5673413656896383,0.2327509396146735,22530,26651,971,7417
evaluation,Warm A,57569,23501,0.2963898181915283,0.5212353871006965,0.45863803955918603,0.9580443385387856,0.6203162882962311,0.7447511688977214,0.8527332418489117,0.567198895002363,0.23261908593620062,22515,26576,986,7492
evaluation,Warm B,57569,23501,0.2927090525627136,0.5191161910055759,0.45756143091938395,0.9595336368665163,0.6196416794899977,0.7448111502573489,0.8560683701297573,0.5671065748157206,0.23258775153941172,22550,26733,951,7335
evaluation,Warm C,57569,23501,0.29481935501098633,0.520349493651097,0.45819098747356435,0.9587677120122547,0.6200586155179768,0.7448087939939972,0.8542097309315777,0.5671663061500356,0.23261042699552736,22532,26644,969,7424
