variant,mean_validation_f1,mean_validation_auc,mean_evaluation_f1,mean_evaluation_auc
full_dgd,0.7866542158480977,0.7439413286374096,0.6552251105920526,0.7698949072696899
exact_sparsemax,0.7865715797178572,0.7437106190106337,0.6551713671869256,0.7697467485464247
mix_topk,0.7865580201736286,0.743740780709185,0.6554901995282736,0.7697401326797717
emerg_exact_topk,0.7864681551586095,0.7433014817355704,0.654837896153863,0.7695781829775522
