variant,graph_generator_grad_norm,diffusion_grad_norm,requires_diffusion_grad,row_sum_error,sparse_fraction,status
emerg_exact_topk,3.429797197895823e-05,0.0,False,1.1920928955078125e-07,0.5555555820465088,PASS
mix_topk,3.8581708395213354e-05,5.411025405521741e-09,True,1.1920928955078125e-07,0.5555555820465088,PASS
exact_sparsemax,0.001187407469842583,0.0,False,2.384185791015625e-07,0.0,PASS
full_dgd,0.0012402034917613491,3.883984902586235e-07,True,2.384185791015625e-07,0.0,PASS
