variant,mean_validation_f1,mean_validation_auc,mean_evaluation_f1,mean_evaluation_auc
full_dgd,0.7860508035344826,0.7437278858472706,0.6563614222913627,0.7697014501172841
mix_topk,0.785958232325316,0.7434448749309248,0.6563454295873051,0.7695287888780893
emerg_exact_topk,0.7859540647353356,0.7434597142337632,0.6558856764447181,0.7695411981362206
exact_sparsemax,0.7859330695315437,0.7435741852267745,0.6568412097512369,0.7695737877001949
