split,item_id,item_idx,phase,graph_mean,graph_std,graph_density_gt_0_5,graph_diag_mean,local_delta_norm,last_warm_loss,config_name,selected_config_name,final_training_seconds,device
validation,1,0,Cold,0.5490062832832336,0.18052251636981964,0.5802469135802469,1.0,0.0,0.0,cfg02_G2_D32,cfg02_G2_D32,0.9857707709888928,cuda
validation,1,0,Warm A,0.5522844195365906,0.17906144261360168,0.5802469135802469,1.0,0.2409573644399643,0.42479774355888367,cfg02_G2_D32,cfg02_G2_D32,0.9857707709888928,cuda
validation,1,0,Warm B,0.5503988265991211,0.17920365929603577,0.5802469135802469,1.0,0.3883781135082245,0.3659017086029053,cfg02_G2_D32,cfg02_G2_D32,0.9857707709888928,cuda
validation,1,0,Warm C,0.5499524474143982,0.17914460599422455,0.5802469135802469,1.0,0.24642989039421082,0.5547273755073547,cfg02_G2_D32,cfg02_G2_D32,0.9857707709888928,cuda
validation,5,4,Cold,0.5525565147399902,0.17891478538513184,0.6049382716049383,1.0,0.0,0.0,cfg02_G2_D32,cfg02_G2_D32,0.9857707709888928,cuda
validation,5,4,Warm A,0.5605610013008118,0.17807221412658691,0.5802469135802469,1.0,0.22779688239097595,0.46494078636169434,cfg02_G2_D32,cfg02_G2_D32,0.9857707709888928,cuda
validation,5,4,Warm B,0.5672960877418518,0.17666171491146088,0.6296296296296297,1.0,0.36857178807258606,0.4587235152721405,cfg02_G2_D32,cfg02_G2_D32,0.9857707709888928,cuda
validation,5,4,Warm C,0.5698391795158386,0.1793757677078247,0.6296296296296297,1.0,0.4603208601474762,0.383115291595459,cfg02_G2_D32,cfg02_G2_D32,0.9857707709888928,cuda
validation,7,6,Cold,0.5523043870925903,0.17763543128967285,0.6049382716049383,1.0,0.0,0.0,cfg02_G2_D32,cfg02_G2_D32,0.9857707709888928,cuda
validation,7,6,Warm A,0.5466370582580566,0.18020407855510712,0.5308641975308642,1.0,0.217164546251297,0.6451358199119568,cfg02_G2_D32,cfg02_G2_D32,0.9857707709888928,cuda
validation,7,6,Warm B,0.5453854203224182,0.18077480792999268,0.5308641975308642,1.0,0.3464970886707306,0.6390618681907654,cfg02_G2_D32,cfg02_G2_D32,0.9857707709888928,cuda
