variant,graph_generator_grad_norm,diffusion_grad_norm,requires_diffusion_grad,row_sum_error,sparse_fraction,status
emerg_exact_topk,2.553346394051914e-05,0.0,False,1.1920928955078125e-07,0.5555555820465088,PASS
mix_topk,2.6902855552179972e-05,3.5903218176258633e-09,True,1.1920928955078125e-07,0.5555555820465088,PASS
exact_sparsemax,0.0009188854455715045,0.0,False,1.7881393432617188e-07,0.0,PASS
full_dgd,0.0009618094627512619,2.1180201770221174e-07,True,1.7881393432617188e-07,0.0,PASS
