variant,mean_validation_f1,mean_validation_auc,mean_evaluation_f1,mean_evaluation_auc
full_dgd,0.7860508035344826,0.7437278859826286,0.6563698093712027,0.7697090608229298
exact_sparsemax,0.7859522994662143,0.7435988650371669,0.6565325223364946,0.7695624811645692
emerg_exact_topk,0.7859003935834713,0.743369256909069,0.6559353065409774,0.7695427843829508
mix_topk,0.7858793438391815,0.7435973282270054,0.6560450177111721,0.7694852912136915
