variant,graph_generator_grad_norm,diffusion_grad_norm,requires_diffusion_grad,row_sum_error,sparse_fraction,status
emerg_exact_topk,4.06249450861651e-05,0.0,False,1.1920928955078125e-07,0.5555555820465088,PASS
mix_topk,4.9231040975428186e-05,3.55184215372617e-09,True,1.1920928955078125e-07,0.5555555820465088,PASS
exact_sparsemax,0.001612834952538833,0.0,False,2.384185791015625e-07,0.0,PASS
full_dgd,0.0018273632449563593,1.757882870379035e-07,True,2.384185791015625e-07,0.0,PASS
