config_name,mean_validation_f1,mean_validation_auc,training_seconds,embedding_dim,hidden_dim,gnn_layers,learning_rate,warm_learning_rate,weight_decay,epochs,epoch_sample_rows,batch_size,warm_steps
cfg02_G2_D32,0.7897296542309656,0.7558282597265579,1.0016616699867882,32,96,2,0.001,0.01,1e-06,4,262144,4096,3
cfg01_G2_D16,0.7895794114567544,0.7536882176470758,1.0204916679649614,16,64,2,0.001,0.01,1e-06,4,262144,4096,3
