config_name,mean_validation_f1,mean_validation_auc,training_seconds,embedding_dim,hidden_dim,gnn_layers,learning_rate,warm_learning_rate,weight_decay,epochs,epoch_sample_rows,batch_size,warm_steps
cfg02_G2_D32,0.7895550536138468,0.7557091050066793,1.2815100800362416,32,96,2,0.001,0.01,1e-06,4,262144,4096,3
cfg01_G2_D16,0.789482329103145,0.7537163624430281,1.8524940129718743,16,64,2,0.001,0.01,1e-06,4,262144,4096,3
