layer,sparse_fusion_alpha,dense_temperature,modulation_gate
1,0.12426948547363281,3.2897934913635254,0.1528673768043518
2,0.1210796982049942,3.1994199752807617,0.09794091433286667
3,0.12046073377132416,3.1736857891082764,0.13722652196884155
