run_name,epoch,loss,noise_loss,reconstruction_loss,examples
gd_tuning_diffusion,1,1.3005270336715269,1.267263435981643,0.33263573344324676,1136
gd_tuning_diffusion,2,0.9730828798992534,0.9498584127761949,0.23224468571199497,1136
gd_tuning_diffusion,3,0.9001011680549299,0.879783935949836,0.20317234140886387,1136
gd_tuning_diffusion,4,0.8238632049359066,0.8058157529629452,0.1804746601363303,1136
gd_tuning_diffusion,5,0.764211033431577,0.7477245355995608,0.16486495901161516,1136
gd_tuning_diffusion,6,0.6751621969988648,0.6609644948596686,0.14197699641677694,1136
gd_tuning_diffusion,7,0.6374099682754194,0.6249960828834856,0.1241387708086363,1136
gd_tuning_diffusion,8,0.5855560118043927,0.5743887164223362,0.11167307659773759,1136
gd_tuning_diffusion,9,0.5298510806661256,0.5184491196988334,0.1140196121914286,1136
gd_tuning_diffusion,10,0.5174350327169391,0.5076552201324785,0.09779814231983373,1136
gd_tuning_diffusion,11,0.513054220609262,0.5041878911810862,0.08866339040474153,1136
gd_tuning_diffusion,12,0.4967946531906934,0.488424431270277,0.08370222633993121,1136
gd_tuning_diffusion,13,0.490068794556067,0.4818334168111774,0.08235372435039198,1136
gd_tuning_diffusion,14,0.4555495771723734,0.44701315147776,0.08536428213119507,1136
gd_tuning_diffusion,15,0.45381723869014795,0.4460234209685258,0.07793818854949844,1136
gd_tuning_diffusion,16,0.45687302317417844,0.4491611198640206,0.07711904055215943,1136
gd_tuning_diffusion,17,0.45551817182084203,0.44782516989909427,0.0769300488099246,1136
gd_tuning_diffusion,18,0.43568771447933896,0.42844037228906656,0.07247339482878296,1136
gd_tuning_diffusion,19,0.43265950805704356,0.42513911531005105,0.07520389074171094,1136
gd_tuning_diffusion,20,0.43017642472831297,0.4224360463484912,0.07740379261298919,1136
gd_tuning_diffusion,21,0.4317649955480871,0.4246070913865533,0.0715790364733884,1136
gd_tuning_diffusion,22,0.4335470266745124,0.4264337714289276,0.07113256022124223,1136
gd_tuning_diffusion,23,0.4201791332641118,0.4128735766444408,0.0730555319870022,1136
gd_tuning_diffusion,24,0.41682515765579653,0.40937166608555214,0.07453483322136839,1136
gd_final_diffusion,1,1.1943596524252018,1.1643979025558686,0.2996176097594516,1420
gd_final_diffusion,2,0.919410704223203,0.896719383186018,0.2269131215105594,1420
gd_final_diffusion,3,0.821525568861357,0.8032767468774823,0.18248830362105034,1420
gd_final_diffusion,4,0.7230835108689859,0.7074943654973742,0.1558913384105118,1420
gd_final_diffusion,5,0.6261189240804861,0.6125447620808239,0.13574155015005193,1420
gd_final_diffusion,6,0.5476927139389682,0.5367704579527949,0.10922259421835483,1420
gd_final_diffusion,7,0.5056994024296881,0.4963397096580183,0.0935969427227974,1420
gd_final_diffusion,8,0.4636768184917074,0.4556269648209424,0.08049853106199856,1420
gd_final_diffusion,9,0.44466700595869146,0.4372537010992077,0.07413313590304953,1420
gd_final_diffusion,10,0.4288784111049813,0.4215621588935315,0.07316248960478205,1420
gd_final_diffusion,11,0.4114887725299513,0.4048235528066125,0.06665214630709568,1420
gd_final_diffusion,12,0.4104806859728316,0.40412055245587525,0.0636012959648186,1420
gd_final_diffusion,13,0.4083582943593952,0.4017599669980331,0.06598327322535112,1420
gd_final_diffusion,14,0.3947288409085341,0.38827201447016757,0.06456827951568953,1420
gd_final_diffusion,15,0.3877472566047185,0.38150526730107587,0.062419900319106145,1420
gd_final_diffusion,16,0.39405803739185064,0.38810352548746996,0.05954516135470968,1420
gd_final_diffusion,17,0.3936046616292336,0.3876201614527635,0.05984500836528523,1420
gd_final_diffusion,18,0.3895683890497181,0.3836158868292688,0.05952498008247832,1420
gd_final_diffusion,19,0.3989530082319824,0.39311707439556925,0.05835936561646596,1420
gd_final_diffusion,20,0.3727275654463701,0.36669991142313246,0.060276525247264914,1420
gd_final_diffusion,21,0.3728090938547967,0.3667850996406985,0.06023994067185361,1420
gd_final_diffusion,22,0.39557521804957324,0.3898981895245297,0.056770327267512466,1420
gd_final_diffusion,23,0.3628278991705935,0.3570671350183621,0.05760768939491729,1420
gd_final_diffusion,24,0.3771577775478363,0.37151755018973015,0.05640229956364967,1420
