config_name,mean_validation_f1,mean_validation_auc,training_seconds,embedding_dim,hidden_dim,gnn_layers,learning_rate,warm_learning_rate,weight_decay,sparsemax_scale,epochs,epoch_sample_rows,batch_size,warm_steps
cfg02_G3_D32,0.7893325627557002,0.752169314250059,2.164081100956537,32,96,3,0.001,0.01,1e-06,5.0,4,262144,4096,3
cfg01_G2_D16,0.7884184060199461,0.7485364689410728,1.8442111210315488,16,64,2,0.001,0.01,1e-06,5.0,4,262144,4096,3
