config_name,mean_validation_f1,mean_validation_auc,training_seconds,embedding_dim,hidden_dim,gnn_layers,learning_rate,warm_learning_rate,weight_decay,epochs,epoch_sample_rows,batch_size,warm_steps
cfg02_G2_D32,0.7904180006157421,0.7563052706706597,1.0060997279942967,32,96,2,0.001,0.01,1e-06,4,262144,4096,3
cfg01_G2_D16,0.7900126330500048,0.7540077814403813,1.6633148600230925,16,64,2,0.001,0.01,1e-06,4,262144,4096,3
