family,model_label,seed,bundle_id,schema_version,protocol_pointer_sha256,source_status,split,phase,rows,positives,threshold,accuracy,precision,recall,f1,roc_auc,predicted_positive_rate,score_mean,score_std,tp,fp,fn,tn,config_name,variant
lightgcn,LightGCN,2025,20260716T183339-s2025-a370f5a1659c,lightgcn-baseline-v1,5256c3aeda7f7e619fd60d9530397af6a207c7a83d80c45cdd131e0d86fc2ee0,WARN,evaluation,Warm C,57569,23501,-0.0375134870409965,0.4082058052076638,0.4082065179626155,0.9998723458576232,0.5797323135755258,0.5024542090912102,0.9999131477010196,0.0021836275995259,0.0097921861674826,23498,34066,3,2,cfg01_L2_D64,
lightgcn,LightGCN,3407,20260716T183408-s3407-d3c5f4a86f19,lightgcn-baseline-v1,5256c3aeda7f7e619fd60d9530397af6a207c7a83d80c45cdd131e0d86fc2ee0,WARN,evaluation,Cold,57569,23501,-0.0269136503338813,0.4082405461272559,0.4082302668148971,1.0,0.5797777202136452,0.5015929601760593,0.999982629540204,0.0002157326067732,0.0062983050334809,23501,34067,0,1,cfg02_L3_D64,
lightgcn,LightGCN,3407,20260716T183408-s3407-d3c5f4a86f19,lightgcn-baseline-v1,5256c3aeda7f7e619fd60d9530397af6a207c7a83d80c45cdd131e0d86fc2ee0,WARN,evaluation,Warm A,57569,23501,-0.0201232861727476,0.4081710642880717,0.4081923357537435,0.9998723458576232,0.5797180110279152,0.4922198931956845,0.9999478886206118,0.0047764102238878,0.0065101177672791,23498,34068,3,0,cfg02_L3_D64,
lightgcn,LightGCN,3407,20260716T183408-s3407-d3c5f4a86f19,lightgcn-baseline-v1,5256c3aeda7f7e619fd60d9530397af6a207c7a83d80c45cdd131e0d86fc2ee0,WARN,evaluation,Warm B,57569,23501,-0.0194606985896825,0.4082231756674599,0.4082231756674599,1.0,0.5797705686443814,0.4891876614165297,1.0,0.0065857556213916,0.0066529318611493,23501,34068,0,0,cfg02_L3_D64,
lightgcn,LightGCN,3407,20260716T183408-s3407-d3c5f4a86f19,lightgcn-baseline-v1,5256c3aeda7f7e619fd60d9530397af6a207c7a83d80c45cdd131e0d86fc2ee0,WARN,evaluation,Warm C,57569,23501,-0.0187542587518692,0.4082231756674599,0.4082231756674599,1.0,0.5797705686443814,0.4882918135874617,1.0,0.0078905430854476,0.0067841085791239,23501,34068,0,0,cfg02_L3_D64,
lightgcn,LightGCN,4517,20260716T183419-s4517-388725ed3236,lightgcn-baseline-v1,5256c3aeda7f7e619fd60d9530397af6a207c7a83d80c45cdd131e0d86fc2ee0,WARN,evaluation,Cold,57569,23501,-0.0350778326392173,0.4082926575066442,0.4082419777966956,0.9998723458576232,0.5797680730323217,0.499322461562956,0.9998262954020392,1.3149614035599675e-05,0.0095575764851999,23498,34061,3,7,cfg01_L2_D64,
lightgcn,LightGCN,4517,20260716T183419-s4517-388725ed3236,lightgcn-baseline-v1,5256c3aeda7f7e619fd60d9530397af6a207c7a83d80c45cdd131e0d86fc2ee0,WARN,evaluation,Warm A,57569,23501,-0.0405250713229179,0.408257916587052,0.4082373582086959,1.0,0.5797848719593427,0.4987299109782847,0.999965259080408,0.0010786290922885,0.0096543458805372,23501,34066,0,2,cfg01_L2_D64,
lightgcn,LightGCN,4517,20260716T183419-s4517-388725ed3236,lightgcn-baseline-v1,5256c3aeda7f7e619fd60d9530397af6a207c7a83d80c45cdd131e0d86fc2ee0,WARN,evaluation,Warm B,57569,23501,-0.0321923196315765,0.4082926575066442,0.4082228439362608,0.9996170375728692,0.5797058533214886,0.4980325819275078,0.9996178498844864,0.0015032009625749,0.0096634238610127,23492,34055,9,13,cfg01_L2_D64,
lightgcn,LightGCN,4517,20260716T183419-s4517-388725ed3236,lightgcn-baseline-v1,5256c3aeda7f7e619fd60d9530397af6a207c7a83d80c45cdd131e0d86fc2ee0,WARN,evaluation,Warm C,57569,23501,-0.0320411659777164,0.408257916587052,0.4082054668358038,0.9995744861920768,0.579681176586714,0.4979407632220897,0.9996178498844864,0.0018073654999747,0.0096821496358745,23491,34056,10,12,cfg01_L2_D64,
lightgcn,LightGCN,7788,20260716T183349-s7788-055a93bf6705,lightgcn-baseline-v1,5256c3aeda7f7e619fd60d9530397af6a207c7a83d80c45cdd131e0d86fc2ee0,WARN,evaluation,Cold,57569,23501,-0.0280451271682977,0.4082231756674599,0.4082231756674599,1.0,0.5797705686443814,0.4929701704129093,1.0,0.0002467714278575,0.0062457413327309,23501,34068,0,0,cfg02_L3_D64,
lightgcn,LightGCN,7788,20260716T183349-s7788-055a93bf6705,lightgcn-baseline-v1,5256c3aeda7f7e619fd60d9530397af6a207c7a83d80c45cdd131e0d86fc2ee0,WARN,evaluation,Warm A,57569,23501,-0.0205082055181264,0.4082231756674599,0.4082231756674599,1.0,0.5797705686443814,0.486816454871253,1.0,0.004296911532664,0.0064210616809571,23501,34068,0,0,cfg02_L3_D64,
lightgcn,LightGCN,7788,20260716T183349-s7788-055a93bf6705,lightgcn-baseline-v1,5256c3aeda7f7e619fd60d9530397af6a207c7a83d80c45cdd131e0d86fc2ee0,WARN,evaluation,Warm B,57569,23501,-0.0233104638755321,0.4082231756674599,0.4082231756674599,1.0,0.5797705686443814,0.4841391270627946,1.0,0.0059195780284704,0.0065552862081117,23501,34068,0,0,cfg02_L3_D64,
lightgcn,LightGCN,7788,20260716T183349-s7788-055a93bf6705,lightgcn-baseline-v1,5256c3aeda7f7e619fd60d9530397af6a207c7a83d80c45cdd131e0d86fc2ee0,WARN,evaluation,Warm C,57569,23501,-0.016909223049879,0.4082231756674599,0.4082199871454132,0.9999574486192075,0.5797602013124784,0.4830597086450951,0.999965259080408,0.0070739910549217,0.006673700930312,23500,34067,1,1,cfg02_L3_D64,
lightgcn,LightGCN,9999,20260716T183359-s9999-6cc7ff772669,lightgcn-baseline-v1,5256c3aeda7f7e619fd60d9530397af6a207c7a83d80c45cdd131e0d86fc2ee0,WARN,evaluation,Cold,57569,23501,-0.0254852324724197,0.4082405461272559,0.4082302668148971,1.0,0.5797777202136452,0.484253990685769,0.999982629540204,0.0001218159868376,0.0061700511918526,23501,34067,0,1,cfg02_L3_D64,
lightgcn,LightGCN,9999,20260716T183359-s9999-6cc7ff772669,lightgcn-baseline-v1,5256c3aeda7f7e619fd60d9530397af6a207c7a83d80c45cdd131e0d86fc2ee0,WARN,evaluation,Warm A,57569,23501,-0.0213618502020835,0.4082405461272559,0.4082302668148971,1.0,0.5797777202136452,0.4767829072267437,0.999982629540204,0.0043687211114475,0.0063531799906551,23501,34067,0,1,cfg02_L3_D64,
lightgcn,LightGCN,9999,20260716T183359-s9999-6cc7ff772669,lightgcn-baseline-v1,5256c3aeda7f7e619fd60d9530397af6a207c7a83d80c45cdd131e0d86fc2ee0,WARN,evaluation,Warm B,57569,23501,-0.0186569206416606,0.4082231756674599,0.4082199871454132,0.9999574486192075,0.5797602013124784,0.4741031663248342,0.999965259080408,0.0059968031288501,0.0064836010943619,23500,34067,1,1,cfg02_L3_D64,
lightgcn,LightGCN,9999,20260716T183359-s9999-6cc7ff772669,lightgcn-baseline-v1,5256c3aeda7f7e619fd60d9530397af6a207c7a83d80c45cdd131e0d86fc2ee0,WARN,evaluation,Warm C,57569,23501,-0.01793172955513,0.4082405461272559,0.4082302668148971,1.0,0.5797777202136452,0.47310585178809,0.999982629540204,0.0071742653403232,0.0066013297415474,23501,34067,0,1,cfg02_L3_D64,
