split,phase,rows,positives,threshold,accuracy,precision,recall,f1,roc_auc,predicted_positive_rate,score_mean,score_std,tp,fp,fn,tn,config_name
evaluation,Cold,57569,23501,0.2557348608970642,0.48922162969653804,0.4429477020602219,0.9752350963788775,0.6091995268662866,0.731100389798526,0.8987823307682954,0.5690495736395036,0.21805572710754306,22919,28823,582,5245,cfg02_G2_D32
evaluation,Warm A,57569,23501,0.34904664754867554,0.6618492591498897,0.5551544982225868,0.8638781328454108,0.6759334787168518,0.7896038708257187,0.6352377147423093,0.46834420910740143,0.2543735939934607,20302,16268,3199,17800,cfg02_G2_D32
evaluation,Warm B,57569,23501,0.3667796850204468,0.7099133214056176,0.6122166122166122,0.7894132164588741,0.6896141550814066,0.8005505826179323,0.5263770432003335,0.4205919131319176,0.2772863537640264,18552,11751,4949,22317,cfg02_G2_D32
evaluation,Warm C,57569,23501,0.36399057507514954,0.7136305998019767,0.6155874114351623,0.7948597932002893,0.6938305538015822,0.8044103530711938,0.5271066025117684,0.41298946555915583,0.282389516969977,18680,11665,4821,22403,cfg02_G2_D32
