config_name,mean_validation_f1,mean_validation_auc,training_seconds,embedding_dim,hidden_dim,gnn_layers,learning_rate,warm_learning_rate,weight_decay,epochs,epoch_sample_rows,batch_size,warm_steps
cfg02_G2_D32,0.7904878873809771,0.7559024091812685,0.982813137001358,32,96,2,0.001,0.01,1e-06,4,262144,4096,3
cfg01_G2_D16,0.7895186943396038,0.7536472447658464,1.0111146409763023,16,64,2,0.001,0.01,1e-06,4,262144,4096,3
