config_name,mean_validation_f1,mean_validation_auc,training_seconds,embedding_dim,hidden_dim,gnn_layers,learning_rate,warm_learning_rate,weight_decay,sparsemax_scale,epochs,epoch_sample_rows,batch_size,warm_steps
cfg02_G3_D32,0.7899123132890645,0.7545758862529592,2.2004759470000863,32,96,3,0.001,0.01,1e-06,5.0,4,262144,4096,3
cfg01_G2_D16,0.7885170813361939,0.7496667417847886,1.8495829910389148,16,64,2,0.001,0.01,1e-06,5.0,4,262144,4096,3
