variant,mean_validation_f1,mean_validation_auc,mean_evaluation_f1,mean_evaluation_auc
full_dgd,0.7864568085653252,0.7436772603805777,0.6551769588448988,0.7691336573156098
exact_sparsemax,0.7864226719917331,0.7436244316909322,0.6548008260547261,0.769036498766622
emerg_exact_topk,0.7864108293122871,0.7434985578877731,0.6542103553952129,0.7689810703722649
mix_topk,0.786377610589144,0.7435923972912225,0.6542006819276498,0.7691585804367256
