variant,mean_validation_f1,mean_validation_auc,mean_evaluation_f1,mean_evaluation_auc
full_dgd,0.7868773687723614,0.7449800465831367,0.6561341519565249,0.7687064564031427
exact_sparsemax,0.7868053564296575,0.7448517352071239,0.6557102350611191,0.768356742082182
emerg_exact_topk,0.7867177901135282,0.7446634211649041,0.6558336721972173,0.7682192794393542
mix_topk,0.786679093087677,0.7447770139774575,0.655963347572057,0.7681219546154876
