split_emerg,phase,rows_emerg,positives_emerg,threshold_emerg,accuracy_emerg,precision_emerg,recall_emerg,f1_emerg,roc_auc_emerg,predicted_positive_rate_emerg,score_mean_emerg,score_std_emerg,tp_emerg,fp_emerg,fn_emerg,tn_emerg,config_name,split_emerg_gd_v2,rows_emerg_gd_v2,positives_emerg_gd_v2,threshold_emerg_gd_v2,accuracy_emerg_gd_v2,precision_emerg_gd_v2,recall_emerg_gd_v2,f1_emerg_gd_v2,roc_auc_emerg_gd_v2,predicted_positive_rate_emerg_gd_v2,score_mean_emerg_gd_v2,score_std_emerg_gd_v2,tp_emerg_gd_v2,fp_emerg_gd_v2,fn_emerg_gd_v2,tn_emerg_gd_v2,f1_delta,roc_auc_delta,accuracy_delta,precision_delta,recall_delta
evaluation,Cold,57569,23501,0.2534204423427582,0.4895516684326634,0.44298033136324,0.9727245649121314,0.6087396479642105,0.7356028018852725,0.8964025777762338,0.5641857617206925,0.2224026196574345,22860,28745,641,5323,cfg02_G2_D32,evaluation,57569,23501,0.26135972142219543,0.4933036877486147,0.44472827252695823,0.9704693417301391,0.6099433033804023,0.7356069586011137,0.890809289721899,0.5641996797464958,0.2224963521835242,22807,28476,694,5592,0.001203655416191718,4.156715841197034e-06,0.003752019315951316,0.0017479411637182363,-0.0022552231819923385
evaluation,Warm A,57569,23501,0.3486303091049194,0.6617102954715212,0.5543495869107403,0.8736649504276414,0.678306546193363,0.7914701400643872,0.6433670899268704,0.4767340520700335,0.2598501566611698,20532,16506,2969,17562,cfg02_G2_D32,evaluation,57569,23501,0.32901445031166077,0.68496934113846,0.5777468625916587,0.8482192247138419,0.6873319081442659,0.7965709044019955,0.5993329743438309,0.441878897880738,0.2830597943287647,19934,14569,3567,19499,0.009025361950902977,0.00510076433760831,0.023259045666938816,0.023397275680918428,-0.02544572571379944
evaluation,Warm B,57569,23501,0.351467877626419,0.7002900866785944,0.5950461004777409,0.8320922513935577,0.6938826201121283,0.8016115787158303,0.5708454202782748,0.4345411330499001,0.2817411298211998,19555,13308,3946,20760,cfg02_G2_D32,evaluation,57569,23501,0.35056957602500916,0.7076551616321284,0.6049130311703834,0.8183481553976426,0.6956270119723659,0.8031577852062753,0.552259028296479,0.42352770434368814,0.28588091750402445,19232,12561,4269,21507,0.0017443918602375597,0.0015462064904450123,0.007365074953534001,0.00986693069264255,-0.013744095995915084
evaluation,Warm C,57569,23501,0.3567126095294952,0.7084020914033594,0.6065781954409804,0.812986681417812,0.6947762686594301,0.8035638381399433,0.5471347426566381,0.4194630442845404,0.2845214099487448,19106,12392,4395,21676,cfg02_G2_D32,evaluation,57569,23501,0.3649632930755615,0.7165314665879206,0.6175527039413382,0.8027317986468661,0.6980702695702048,0.8076525801861836,0.5306328058503709,0.4178340349049378,0.28493360655602196,18865,11683,4636,22385,0.003294000910774697,0.0040887420462403234,0.008129375184561138,0.01097450850035786,-0.010254882770945994
