split,phase,rows,positives,threshold,accuracy,precision,recall,f1,roc_auc,predicted_positive_rate,score_mean,score_std,tp,fp,fn,tn
evaluation,Cold,57569,23501,0.26135972142219543,0.4933036877486147,0.44472827252695823,0.9704693417301391,0.6099433033804023,0.7356069586011137,0.890809289721899,0.5641996797464958,0.2224963521835242,22807,28476,694,5592
evaluation,Warm A,57569,23501,0.32901445031166077,0.68496934113846,0.5777468625916587,0.8482192247138419,0.6873319081442659,0.7965709044019955,0.5993329743438309,0.441878897880738,0.2830597943287647,19934,14569,3567,19499
evaluation,Warm B,57569,23501,0.35056957602500916,0.7076551616321284,0.6049130311703834,0.8183481553976426,0.6956270119723659,0.8031577852062753,0.552259028296479,0.42352770434368814,0.28588091750402445,19232,12561,4269,21507
evaluation,Warm C,57569,23501,0.3649632930755615,0.7165314665879206,0.6175527039413382,0.8027317986468661,0.6980702695702048,0.8076525801861836,0.5306328058503709,0.4178340349049378,0.28493360655602196,18865,11683,4636,22385
