layer,sparse_fusion_alpha,dense_temperature,modulation_gate
1,0.12332957237958908,3.2567965984344482,0.1505942940711975
2,0.12157260626554489,3.234689235687256,0.15665028989315033
3,0.12076428532600403,3.1867449283599854,0.08852356672286987
