split,item_id,item_idx,phase,graph_mean,graph_std,graph_density_gt_0_5,graph_diag_mean,local_delta_norm,last_warm_loss,config_name,selected_config_name,final_training_seconds,device
validation,1,0,Cold,0.5636212229728699,0.1712867021560669,0.5802469135802469,1.0,0.0,0.0,cfg02_G2_D32,cfg02_G2_D32,0.9753404909861274,cuda
validation,1,0,Warm A,0.5665938854217529,0.17043536901474,0.6049382716049383,1.0,0.2257707715034485,0.4165322482585907,cfg02_G2_D32,cfg02_G2_D32,0.9753404909861274,cuda
validation,1,0,Warm B,0.5657452344894409,0.17087706923484802,0.6049382716049383,1.0,0.4020037055015564,0.3386118412017822,cfg02_G2_D32,cfg02_G2_D32,0.9753404909861274,cuda
validation,1,0,Warm C,0.5659931302070618,0.17132090032100677,0.5555555555555556,1.0,0.2784848213195801,0.5307407379150391,cfg02_G2_D32,cfg02_G2_D32,0.9753404909861274,cuda
validation,5,4,Cold,0.5696206092834473,0.1744856834411621,0.6049382716049383,1.0,0.0,0.0,cfg02_G2_D32,cfg02_G2_D32,0.9753404909861274,cuda
validation,5,4,Warm A,0.5768771767616272,0.17406485974788666,0.6296296296296297,1.0,0.21658706665039062,0.44039273262023926,cfg02_G2_D32,cfg02_G2_D32,0.9753404909861274,cuda
validation,5,4,Warm B,0.5826704502105713,0.17360763251781464,0.6296296296296297,1.0,0.3087696135044098,0.49268651008605957,cfg02_G2_D32,cfg02_G2_D32,0.9753404909861274,cuda
validation,5,4,Warm C,0.5914095640182495,0.17273005843162537,0.6790123456790124,1.0,0.48940742015838623,0.3482855260372162,cfg02_G2_D32,cfg02_G2_D32,0.9753404909861274,cuda
validation,7,6,Cold,0.5669803023338318,0.17088907957077026,0.6049382716049383,1.0,0.0,0.0,cfg02_G2_D32,cfg02_G2_D32,0.9753404909861274,cuda
validation,7,6,Warm A,0.5643172264099121,0.17150530219078064,0.5802469135802469,1.0,0.19729000329971313,0.6497649550437927,cfg02_G2_D32,cfg02_G2_D32,0.9753404909861274,cuda
validation,7,6,Warm B,0.5637685656547546,0.17309893667697906,0.5555555555555556,1.0,0.3366865813732147,0.6002187132835388,cfg02_G2_D32,cfg02_G2_D32,0.9753404909861274,cuda
validation,7,6,Warm C,0.5663279891014099,0.1720530241727829,0.5802469135802469,1.0,0.45713967084884644,0.644761860370636,cfg02_G2_D32,cfg02_G2_D32,0.9753404909861274,cuda
validation,11,10,Cold,0.5674571990966797,0.1723216325044632,0.5802469135802469,1.0,0.0,0.0,cfg02_G2_D32,cfg02_G2_D32,0.9753404909861274,cuda
validation,11,10,Warm A,0.5671654939651489,0.17308077216148376,0.5802469135802469,1.0,0.2232111394405365,0.4629513919353485,cfg02_G2_D32,cfg02_G2_D32,0.9753404909861274,cuda
validation,11,10,Warm B,0.5647914409637451,0.17473280429840088,0.5802469135802469,1.0,0.24239957332611084,0.6426710486412048,cfg02_G2_D32,cfg02_G2_D32,0.9753404909861274,cuda
validation,11,10,Warm C,0.5608391761779785,0.17334026098251343,0.5555555555555556,1.0,0.24588602781295776,0.5370597839355469,cfg02_G2_D32,cfg02_G2_D32,0.9753404909861274,cuda
validation,17,16,Cold,0.5650291442871094,0.1713811308145523,0.5802469135802469,1.0,0.0,0.0,cfg02_G2_D32,cfg02_G2_D32,0.9753404909861274,cuda
validation,17,16,Warm A,0.5640531778335571,0.17112089693546295,0.5802469135802469,1.0,0.22560468316078186,0.3807083070278168,cfg02_G2_D32,cfg02_G2_D32,0.9753404909861274,cuda
validation,17,16,Warm B,0.5691673159599304,0.16970294713974,0.6049382716049383,1.0,0.42097899317741394,0.23965950310230255,cfg02_G2_D32,cfg02_G2_D32,0.9753404909861274,cuda
validation,17,16,Warm C,0.5672610998153687,0.1716149002313614,0.6049382716049383,1.0,0.36644405126571655,0.2941300570964813,cfg02_G2_D32,cfg02_G2_D32,0.9753404909861274,cuda
validation,41,36,Cold,0.5713627934455872,0.17218869924545288,0.5802469135802469,1.0,0.0,0.0,cfg02_G2_D32,cfg02_G2_D32,0.9753404909861274,cuda
validation,41,36,Warm A,0.5650297999382019,0.1724226027727127,0.6049382716049383,1.0,0.210069477558136,0.5434011816978455,cfg02_G2_D32,cfg02_G2_D32,0.9753404909861274,cuda
validation,41,36,Warm B,0.5663402080535889,0.17146648466587067,0.6296296296296297,1.0,0.3472205102443695,0.35383710265159607,cfg02_G2_D32,cfg02_G2_D32,0.9753404909861274,cuda
validation,41,36,Warm C,0.5611812472343445,0.17320546507835388,0.5802469135802469,1.0,0.36237332224845886,0.5533506870269775,cfg02_G2_D32,cfg02_G2_D32,0.9753404909861274,cuda
validation,104,76,Cold,0.5688906908035278,0.1730937361717224,0.6049382716049383,1.0,0.0,0.0,cfg02_G2_D32,cfg02_G2_D32,0.9753404909861274,cuda
validation,104,76,Warm A,0.567876398563385,0.17161151766777039,0.5802469135802469,1.0,0.2180614024400711,0.5812444090843201,cfg02_G2_D32,cfg02_G2_D32,0.9753404909861274,cuda
validation,104,76,Warm B,0.567896842956543,0.17137092351913452,0.5802469135802469,1.0,0.33519941568374634,0.5612391233444214,cfg02_G2_D32,cfg02_G2_D32,0.9753404909861274,cuda
validation,104,76,Warm C,0.5703572630882263,0.1686684638261795,0.5802469135802469,1.0,0.4272144138813019,0.5153869986534119,cfg02_G2_D32,cfg02_G2_D32,0.9753404909861274,cuda
validation,107,78,Cold,0.5665366053581238,0.16967639327049255,0.5802469135802469,1.0,0.0,0.0,cfg02_G2_D32,cfg02_G2_D32,0.9753404909861274,cuda
validation,107,78,Warm A,0.5650920271873474,0.17037427425384521,0.5802469135802469,1.0,0.22047396004199982,0.6803960204124451,cfg02_G2_D32,cfg02_G2_D32,0.9753404909861274,cuda
validation,107,78,Warm B,0.567826509475708,0.17119936645030975,0.5802469135802469,1.0,0.20670798420906067,0.5495145916938782,cfg02_G2_D32,cfg02_G2_D32,0.9753404909861274,cuda
validation,107,78,Warm C,0.5702462196350098,0.17341047525405884,0.5802469135802469,1.0,0.30453911423683167,0.5558453798294067,cfg02_G2_D32,cfg02_G2_D32,0.9753404909861274,cuda
validation,110,79,Cold,0.5696138143539429,0.17096170783042908,0.6049382716049383,1.0,0.0,0.0,cfg02_G2_D32,cfg02_G2_D32,0.9753404909861274,cuda
validation,110,79,Warm A,0.5679540038108826,0.1713963896036148,0.6049382716049383,1.0,0.229514017701149,0.37620481848716736,cfg02_G2_D32,cfg02_G2_D32,0.9753404909861274,cuda
validation,110,79,Warm B,0.574260950088501,0.17007525265216827,0.6049382716049383,1.0,0.32564547657966614,0.37492501735687256,cfg02_G2_D32,cfg02_G2_D32,0.9753404909861274,cuda
validation,110,79,Warm C,0.5722993016242981,0.17057755589485168,0.5802469135802469,1.0,0.3705214560031891,0.5109502077102661,cfg02_G2_D32,cfg02_G2_D32,0.9753404909861274,cuda
validation,111,80,Cold,0.5725440979003906,0.17871533334255219,0.5555555555555556,1.0,0.0,0.0,cfg02_G2_D32,cfg02_G2_D32,0.9753404909861274,cuda
validation,111,80,Warm A,0.5625970363616943,0.18030543625354767,0.5555555555555556,1.0,0.2460370808839798,0.7611023783683777,cfg02_G2_D32,cfg02_G2_D32,0.9753404909861274,cuda
validation,111,80,Warm B,0.5635801553726196,0.17885395884513855,0.5308641975308642,1.0,0.051571883261203766,0.3022333085536957,cfg02_G2_D32,cfg02_G2_D32,0.9753404909861274,cuda
validation,111,80,Warm C,0.5665936470031738,0.17868192493915558,0.5555555555555556,1.0,0.24507945775985718,0.25627395510673523,cfg02_G2_D32,cfg02_G2_D32,0.9753404909861274,cuda
validation,158,103,Cold,0.5701613426208496,0.16905584931373596,0.6049382716049383,1.0,0.0,0.0,cfg02_G2_D32,cfg02_G2_D32,0.9753404909861274,cuda
validation,158,103,Warm A,0.5789355039596558,0.16754280030727386,0.654320987654321,1.0,0.23393625020980835,0.3124085068702698,cfg02_G2_D32,cfg02_G2_D32,0.9753404909861274,cuda
validation,158,103,Warm B,0.5811444520950317,0.1688307821750641,0.654320987654321,1.0,0.2660387456417084,0.5551347136497498,cfg02_G2_D32,cfg02_G2_D32,0.9753404909861274,cuda
