run_name,epoch,loss,examples
gd_v2_reproduced_cfg02_G2_D32,1,0.5977913858368993,262144
gd_v2_reproduced_cfg02_G2_D32,2,0.5437136227265,262144
gd_v2_reproduced_cfg02_G2_D32,3,0.5329807829111814,262144
gd_v2_reproduced_cfg02_G2_D32,4,0.524892270565033,262144
