variant,graph_generator_grad_norm,diffusion_grad_norm,requires_diffusion_grad,row_sum_error,sparse_fraction,status
emerg_exact_topk,3.3148337479360634e-05,0.0,False,1.1920928955078125e-07,0.5555555820465088,PASS
mix_topk,3.318753306302824e-05,7.087852083031976e-09,True,1.1920928955078125e-07,0.5555555820465088,PASS
exact_sparsemax,0.0014337936881929636,0.0,False,2.384185791015625e-07,0.0,PASS
full_dgd,0.001539050106657669,3.534111101544113e-07,True,2.384185791015625e-07,0.0,PASS
