split,phase,rows,positives,threshold,accuracy,precision,recall,f1,roc_auc,predicted_positive_rate,score_mean,score_std,tp,fp,fn,tn
evaluation,Cold,57569,23501,0.25764521956443787,0.5008077263805173,0.4485367819028714,0.9711076124420237,0.613643085692775,0.7454886337378133,0.8838263648838784,0.5655495626368533,0.23223787826040576,22822,28059,679,6009
evaluation,Warm A,57569,23501,0.31886348128318787,0.6848824888394796,0.5771001150747986,0.8535806986936726,0.6886253239731552,0.7990846895480584,0.6037971825114211,0.437861081874708,0.28130763348598736,20060,14700,3441,19368
evaluation,Warm B,57569,23501,0.35614582896232605,0.7105733988778683,0.6112068685160493,0.7997106506106123,0.6928663594470046,0.8037887242108319,0.5341242682693811,0.419365841931377,0.28640728331090987,18794,11955,4707,22113
evaluation,Warm C,57569,23501,0.344933420419693,0.7122757039378832,0.6110026562550005,0.8123909620867197,0.6974501351647548,0.8081870041957899,0.5427747572478243,0.4145977728175765,0.28607668135362796,19092,12155,4409,21913
