split,phase,rows,positives,threshold,accuracy,precision,recall,f1,roc_auc,predicted_positive_rate,score_mean,score_std,tp,fp,fn,tn
evaluation,Cold,57569,23501,0.25168392062187195,0.5022668450033873,0.449067942356732,0.9666397174588316,0.6132437101824857,0.7411176446906945,0.8787194497038336,0.5536897827494257,0.2270422366369284,22717,27870,784,6198
evaluation,Warm A,57569,23501,0.3449418246746063,0.6910490020670847,0.5859114277983224,0.8292413088804732,0.6866565660124732,0.7967449749964299,0.5777588632771109,0.43279149742317413,0.2808791317032727,19488,13773,4013,20295
evaluation,Warm B,57569,23501,0.34305059909820557,0.7071514182980424,0.6054018027167704,0.8116675886132505,0.6935228780744969,0.8046731554349882,0.5473084472545988,0.41442818034852963,0.2838773213152651,19075,12433,4426,21635
evaluation,Warm C,57569,23501,0.34846213459968567,0.712223592558495,0.6116226658081133,0.8083485809114506,0.6963582045783618,0.8080212270488272,0.5395264812659591,0.4117724939108835,0.28401384181662326,18997,12063,4504,22005
