split,item_id,item_idx,phase,base_graph_mean,fused_graph_mean,fused_graph_std,fused_density_gt_1e_6,fused_diag_mean,sparse_branch_density_gt_1e_6,sparse_branch_row_sum_error,local_delta_norm,last_warm_loss,config_name,selected_config_name,final_training_seconds,device
evaluation,818,484,Warm B,-0.08303416520357132,0.4934026002883911,0.19628852605819702,1.0,1.0,0.48148148148148145,1.1920928955078125e-07,0.49564632773399353,0.675967276096344,,cfg02_G3_D32,2.234317305032164,cuda
evaluation,818,484,Warm C,-0.09115087985992432,0.49113762378692627,0.19851386547088623,1.0,1.0,0.49382716049382713,2.384185791015625e-07,0.67976975440979,0.5097407102584839,,cfg02_G3_D32,2.234317305032164,cuda
evaluation,829,485,Cold,-0.054043859243392944,0.5008730292320251,0.18811599910259247,1.0,1.0,0.5308641975308642,2.384185791015625e-07,0.0,0.0,,cfg02_G3_D32,2.234317305032164,cuda
evaluation,829,485,Warm A,-0.059591144323349,0.4997663199901581,0.19094820320606232,1.0,1.0,0.5185185185185185,2.384185791015625e-07,0.23324531316757202,0.4926128387451172,,cfg02_G3_D32,2.234317305032164,cuda
evaluation,829,485,Warm B,-0.058267928659915924,0.4995615780353546,0.1904413402080536,1.0,1.0,0.5308641975308642,1.1920928955078125e-07,0.40441974997520447,0.4416811168193817,,cfg02_G3_D32,2.234317305032164,cuda
evaluation,829,485,Warm C,-0.0668252632021904,0.4981076419353485,0.19621054828166962,1.0,1.0,0.48148148148148145,1.1920928955078125e-07,0.6025899648666382,0.3543660342693329,,cfg02_G3_D32,2.234317305032164,cuda
evaluation,833,488,Cold,-0.06109147146344185,0.4999595880508423,0.19129668176174164,1.0,1.0,0.49382716049382713,2.384185791015625e-07,0.0,0.0,,cfg02_G3_D32,2.234317305032164,cuda
evaluation,833,488,Warm A,-0.06502291560173035,0.4988384544849396,0.19176332652568817,1.0,1.0,0.49382716049382713,1.1920928955078125e-07,0.23889510333538055,0.5088491439819336,,cfg02_G3_D32,2.234317305032164,cuda
evaluation,833,488,Warm B,-0.07468222081661224,0.49773529171943665,0.19597183167934418,1.0,1.0,0.48148148148148145,1.1920928955078125e-07,0.4244671165943146,0.38550707697868347,,cfg02_G3_D32,2.234317305032164,cuda
evaluation,833,488,Warm C,-0.07672532647848129,0.4977172911167145,0.19896793365478516,1.0,1.0,0.4691358024691358,1.1920928955078125e-07,0.5564425587654114,0.3514159321784973,,cfg02_G3_D32,2.234317305032164,cuda
evaluation,835,489,Cold,-0.0408659465610981,0.5046570301055908,0.18606925010681152,1.0,1.0,0.48148148148148145,1.1920928955078125e-07,0.0,0.0,,cfg02_G3_D32,2.234317305032164,cuda
evaluation,835,489,Warm A,-0.04166624695062637,0.5035635232925415,0.18642210960388184,1.0,1.0,0.5555555555555556,0.0,0.22407571971416473,0.5095922350883484,,cfg02_G3_D32,2.234317305032164,cuda
evaluation,835,489,Warm B,-0.04790240898728371,0.5013489723205566,0.18851645290851593,1.0,1.0,0.49382716049382713,1.1920928955078125e-07,0.36909738183021545,0.5713469982147217,,cfg02_G3_D32,2.234317305032164,cuda
evaluation,835,489,Warm C,-0.06430649757385254,0.4965580999851227,0.1898905336856842,1.0,1.0,0.5061728395061729,1.1920928955078125e-07,0.41082149744033813,0.6235599517822266,,cfg02_G3_D32,2.234317305032164,cuda
evaluation,839,493,Cold,-0.04453375190496445,0.503807008266449,0.1872677505016327,1.0,1.0,0.5185185185185185,1.1920928955078125e-07,0.0,0.0,,cfg02_G3_D32,2.234317305032164,cuda
