layer,sparse_fusion_alpha,dense_temperature,modulation_gate
1,0.12498673796653748,3.2678956985473633,0.12189225107431412
2,0.1206611692905426,3.247469425201416,0.11417653411626816
3,0.12036106735467911,3.1786117553710938,0.09586571156978607
