variant,mean_validation_f1,mean_validation_auc,mean_evaluation_f1,mean_evaluation_auc
emerg_exact_topk,0.7864878880278139,0.7436697863152231,0.6542695608596045,0.7690391608820745
mix_topk,0.7864611452390736,0.7436891040518888,0.6543453202802012,0.7691488184620154
full_dgd,0.7864561137200459,0.7436774495434502,0.6551829143731049,0.769133658096243
exact_sparsemax,0.7864412283945788,0.7436389886368817,0.6546170512088652,0.7690292316957257
