split,variant,item_id,item_idx,phase,base_graph_mean,graph_density_gt_1e_6,graph_row_sum_error,local_delta_norm,last_warm_loss,tuning_seconds,final_training_seconds,device
validation,emerg_exact_topk,1,0,Cold,-0.0063873291946947575,0.4444444444444444,0.0,0.0,0.0,0.6487396269803867,,cuda
validation,emerg_exact_topk,1,0,Warm A,-0.006359345279633999,0.4444444444444444,1.1920928955078125e-07,0.15209844708442688,0.49906855821609497,0.6487396269803867,,cuda
validation,emerg_exact_topk,1,0,Warm B,-0.006443689577281475,0.4444444444444444,1.1920928955078125e-07,0.24761395156383514,0.3860175311565399,0.6487396269803867,,cuda
validation,emerg_exact_topk,1,0,Warm C,-0.0054040211252868176,0.4444444444444444,5.960464477539063e-08,0.22280970215797424,0.5184259414672852,0.6487396269803867,,cuda
validation,emerg_exact_topk,5,4,Cold,-0.006386167369782925,0.4444444444444444,0.0,0.0,0.0,0.6487396269803867,,cuda
validation,emerg_exact_topk,5,4,Warm A,-0.005736667662858963,0.4444444444444444,5.960464477539063e-08,0.16242657601833344,0.557950496673584,0.6487396269803867,,cuda
validation,emerg_exact_topk,5,4,Warm B,-0.005606669932603836,0.4444444444444444,0.0,0.23097462952136993,0.6341084837913513,0.6487396269803867,,cuda
validation,emerg_exact_topk,5,4,Warm C,-0.006570877972990274,0.4444444444444444,1.1920928955078125e-07,0.29156553745269775,0.5062497854232788,0.6487396269803867,,cuda
validation,emerg_exact_topk,7,6,Cold,-0.006380765698850155,0.4444444444444444,5.960464477539063e-08,0.0,0.0,0.6487396269803867,,cuda
validation,emerg_exact_topk,7,6,Warm A,-0.005311119370162487,0.4444444444444444,5.960464477539063e-08,0.15758314728736877,0.6650113463401794,0.6487396269803867,,cuda
validation,emerg_exact_topk,7,6,Warm B,-0.005138766020536423,0.4444444444444444,5.960464477539063e-08,0.22695249319076538,0.6753496527671814,0.6487396269803867,,cuda
validation,emerg_exact_topk,7,6,Warm C,-0.005675754975527525,0.4444444444444444,1.1920928955078125e-07,0.3244308829307556,0.6978998780250549,0.6487396269803867,,cuda
validation,emerg_exact_topk,11,10,Cold,-0.00639751460403204,0.4444444444444444,1.1920928955078125e-07,0.0,0.0,0.6487396269803867,,cuda
validation,emerg_exact_topk,11,10,Warm A,-0.006343519780784845,0.4444444444444444,5.960464477539063e-08,0.1544734537601471,0.5714723467826843,0.6487396269803867,,cuda
validation,emerg_exact_topk,11,10,Warm B,-0.006060005631297827,0.4444444444444444,5.960464477539063e-08,0.21229428052902222,0.6788299679756165,0.6487396269803867,,cuda
validation,emerg_exact_topk,11,10,Warm C,-0.0075540184043347836,0.4444444444444444,1.1920928955078125e-07,0.2883215546607971,0.5846405625343323,0.6487396269803867,,cuda
validation,emerg_exact_topk,17,16,Cold,-0.006433239672333002,0.4444444444444444,1.1920928955078125e-07,0.0,0.0,0.6487396269803867,,cuda
validation,emerg_exact_topk,17,16,Warm A,-0.007247384637594223,0.4444444444444444,5.960464477539063e-08,0.1577165722846985,0.5348919630050659,0.6487396269803867,,cuda
validation,emerg_exact_topk,17,16,Warm B,-0.008677112869918346,0.4444444444444444,5.960464477539063e-08,0.24998754262924194,0.37827062606811523,0.6487396269803867,,cuda
validation,emerg_exact_topk,17,16,Warm C,-0.009445290081202984,0.4444444444444444,5.960464477539063e-08,0.33068233728408813,0.3417738974094391,0.6487396269803867,,cuda
validation,emerg_exact_topk,41,36,Cold,-0.006420530844479799,0.4444444444444444,5.960464477539063e-08,0.0,0.0,0.6487396269803867,,cuda
validation,emerg_exact_topk,41,36,Warm A,-0.007982535287737846,0.4444444444444444,0.0,0.16727358102798462,0.8041524291038513,0.6487396269803867,,cuda
validation,emerg_exact_topk,41,36,Warm B,-0.008484888821840286,0.4444444444444444,1.1920928955078125e-07,0.256241112947464,0.5454416275024414,0.6487396269803867,,cuda
validation,emerg_exact_topk,41,36,Warm C,-0.009114985354244709,0.4444444444444444,1.1920928955078125e-07,0.35191088914871216,0.7021338939666748,0.6487396269803867,,cuda
validation,emerg_exact_topk,104,76,Cold,-0.00633647944778204,0.4444444444444444,5.960464477539063e-08,0.0,0.0,0.6487396269803867,,cuda
validation,emerg_exact_topk,104,76,Warm A,-0.007658625952899456,0.4444444444444444,5.960464477539063e-08,0.16266322135925293,0.6747918128967285,0.6487396269803867,,cuda
validation,emerg_exact_topk,104,76,Warm B,-0.006572062615305185,0.4444444444444444,5.960464477539063e-08,0.15724946558475494,0.5774157643318176,0.6487396269803867,,cuda
validation,emerg_exact_topk,104,76,Warm C,-0.006246069446206093,0.4444444444444444,5.960464477539063e-08,0.2266412079334259,0.580141007900238,0.6487396269803867,,cuda
validation,emerg_exact_topk,107,78,Cold,-0.006380459293723106,0.4444444444444444,1.1920928955078125e-07,0.0,0.0,0.6487396269803867,,cuda
validation,emerg_exact_topk,107,78,Warm A,-0.0051230634562671185,0.4444444444444444,5.960464477539063e-08,0.1615944355726242,0.7497448325157166,0.6487396269803867,,cuda
validation,emerg_exact_topk,107,78,Warm B,-0.004889057017862797,0.4444444444444444,5.960464477539063e-08,0.16621312499046326,0.5300863981246948,0.6487396269803867,,cuda
validation,emerg_exact_topk,107,78,Warm C,-0.004729474429041147,0.4444444444444444,5.960464477539063e-08,0.20573647320270538,0.5637262463569641,0.6487396269803867,,cuda
validation,emerg_exact_topk,110,79,Cold,-0.006368414964526892,0.4444444444444444,5.960464477539063e-08,0.0,0.0,0.6487396269803867,,cuda
validation,emerg_exact_topk,110,79,Warm A,-0.006056779529899359,0.4444444444444444,5.960464477539063e-08,0.1531323492527008,0.521058976650238,0.6487396269803867,,cuda
validation,emerg_exact_topk,110,79,Warm B,-0.007218085695058107,0.4444444444444444,5.960464477539063e-08,0.23596875369548798,0.4580489695072174,0.6487396269803867,,cuda
validation,emerg_exact_topk,110,79,Warm C,-0.007083124481141567,0.4444444444444444,5.960464477539063e-08,0.33664974570274353,0.507357120513916,0.6487396269803867,,cuda
validation,emerg_exact_topk,111,80,Cold,-0.006304885260760784,0.4444444444444444,1.1920928955078125e-07,0.0,0.0,0.6487396269803867,,cuda
validation,emerg_exact_topk,111,80,Warm A,-0.0068223802372813225,0.4444444444444444,1.1920928955078125e-07,0.16469360888004303,0.7120831608772278,0.6487396269803867,,cuda
validation,emerg_exact_topk,111,80,Warm B,-0.006093257572501898,0.4444444444444444,5.960464477539063e-08,0.22417812049388885,0.3657533824443817,0.6487396269803867,,cuda
validation,emerg_exact_topk,111,80,Warm C,-0.006357873789966106,0.4444444444444444,1.1920928955078125e-07,0.28032106161117554,0.30896416306495667,0.6487396269803867,,cuda
validation,emerg_exact_topk,158,103,Cold,-0.006406915839761496,0.4444444444444444,5.960464477539063e-08,0.0,0.0,0.6487396269803867,,cuda
