variant,mean_validation_f1,mean_validation_auc,mean_evaluation_f1,mean_evaluation_auc
full_dgd,0.7868773687723614,0.7449800827688549,0.6561109649835892,0.7687028748578679
exact_sparsemax,0.7868181893517718,0.7448596573752975,0.6556182448386819,0.7683567428628152
emerg_exact_topk,0.7867105757851972,0.7446769738443738,0.6558693454706306,0.7681312730343947
mix_topk,0.786679093087677,0.7447770140000173,0.6559873299506398,0.768142014547686
