split,variant,phase,rows,positives,threshold,accuracy,precision,recall,f1,roc_auc,predicted_positive_rate,score_mean,score_std,tp,fp,fn,tn
evaluation,emerg_exact_topk,Cold,57569,23501,0.33542579412460327,0.518143445256996,0.4567722461299994,0.9529807242245011,0.6175481166933215,0.7329979636788668,0.8516910142611475,0.5614861429409848,0.19387646814517956,22396,26635,1105,7433
evaluation,emerg_exact_topk,Warm A,57569,23501,0.3805389404296875,0.6095120637843283,0.5125248411393802,0.8888983447512872,0.6501711795829442,0.766136212270728,0.7080025708280498,0.5182612552214121,0.20957937805601473,20890,19869,2611,14199
evaluation,emerg_exact_topk,Warm B,57569,23501,0.3734963536262512,0.6579409056957738,0.552225299585927,0.8568997063954725,0.6716248665955177,0.7839420847429759,0.633448557383314,0.4802606466678554,0.2249421184816711,20138,16329,3363,17739
evaluation,emerg_exact_topk,Warm C,57569,23501,0.3752548098564148,0.6896246243638069,0.5853303844639016,0.8220926769073656,0.6837969844977703,0.7951641670940415,0.5733467664889089,0.45531694236343956,0.23797010697217624,19320,13687,4181,20381
evaluation,mix_topk,Cold,57569,23501,0.33243560791015625,0.5163890288175929,0.45587278347161214,0.9539168546019319,0.6169214469502043,0.7331491198776214,0.8542097309315777,0.561554360145934,0.1942497196494126,22418,26758,1083,7310
evaluation,mix_topk,Warm A,57569,23501,0.3732761740684509,0.6044920009032639,0.5088611272515979,0.8943449214927024,0.6486536532674948,0.7661085809767989,0.7174694714169084,0.5181928666275488,0.20990420831529766,21018,20286,2483,13782
evaluation,mix_topk,Warm B,57569,23501,0.3723113536834717,0.6580277579947541,0.5522523016220956,0.8576230798689417,0.6718669266796673,0.7839356991631267,0.6339523007173999,0.48027148879301557,0.22545850578816,20155,16341,3346,17727
evaluation,mix_topk,Warm C,57569,23501,0.3748376965522766,0.6897114766627873,0.5853983641320812,0.8222628824305349,0.6839022491196405,0.795181706986036,0.5733988778682971,0.4550763259128886,0.23827027935722883,19324,13686,4177,20382
evaluation,exact_sparsemax,Cold,57569,23501,0.3286181092262268,0.5123243412253122,0.45384646432030995,0.9569380026381856,0.615689978508754,0.7329203624904018,0.8607410238149004,0.5634075054848481,0.19370416727052203,22489,27063,1012,7005
evaluation,exact_sparsemax,Warm A,57569,23501,0.38684147596359253,0.6137157150549775,0.515682038292483,0.8836219735330412,0.6512780304218284,0.7659458214456631,0.6994910455279751,0.5190858402888001,0.20974366343081124,20766,19503,2735,14565
evaluation,exact_sparsemax,Warm B,57569,23501,0.37736091017723083,0.6612065521374351,0.5553585773247278,0.8531126335049573,0.6727626589711754,0.7840979703301117,0.627090969097952,0.47976707542429115,0.2256923369534857,20049,16052,3452,18016
evaluation,exact_sparsemax,Warm C,57569,23501,0.38526007533073425,0.6951658010387535,0.592560338392635,0.8106889068550275,0.6846710869135537,0.7953679816881879,0.5584950233632684,0.4540617190698479,0.23890818759562435,19052,13100,4449,20968
evaluation,full_dgd,Cold,57569,23501,0.3293842673301697,0.5119248206500026,0.45365273324864397,0.9573209650653164,0.6155908829726107,0.732791621706564,0.8614532126665393,0.5643462201106372,0.19342660033525533,22498,27095,1003,6973
evaluation,full_dgd,Warm A,57569,23501,0.38772037625312805,0.6147058312633535,0.516432626232447,0.8826007403940258,0.6515982093772088,0.7661113444184452,0.6976671472493877,0.5190056766500944,0.2098839414621602,20742,19422,2759,14646
evaluation,full_dgd,Warm B,57569,23501,0.3754287362098694,0.6609633657002901,0.5550518313752592,0.8543891749287265,0.6729338427508547,0.7843552233283766,0.6283763831228613,0.47917514800372857,0.22602686321931978,20079,16096,3422,17972
evaluation,full_dgd,Warm C,57569,23501,0.39305925369262695,0.6995257864475672,0.5985949073338208,0.8012425003191354,0.6852505549692494,0.7955561967323047,0.5464225538049993,0.4535009747522143,0.23936731390081029,18830,12627,4671,21441
