variant,mean_validation_f1,mean_validation_auc,mean_evaluation_f1,mean_evaluation_auc
full_dgd,0.7860508035344826,0.7437278848546449,0.6563433725174809,0.7697035965464226
exact_sparsemax,0.7859466069722839,0.7435737646241991,0.6561004387038278,0.7695830339885912
emerg_exact_topk,0.7859374737399886,0.7434467806594469,0.6557852868423885,0.7695601069466531
mix_topk,0.7859139055488239,0.7434469207099076,0.6553360690042518,0.7695937767508958
