split,phase,rows,positives,threshold,accuracy,precision,recall,f1,roc_auc,predicted_positive_rate,score_mean,score_std,tp,fp,fn,tn,config_name
evaluation,Cold,57569,23501,0.25868934392929077,0.5019020653476698,0.4490346729708432,0.9698736223990468,0.6138619194462773,0.7456581672918952,0.8817245392485539,0.5648563032771076,0.23250535068817998,22793,27967,708,6101,cfg02_G2_D32
evaluation,Warm A,57569,23501,0.35678496956825256,0.6686758498497455,0.5609326396344317,0.8670694864048338,0.6811860667246107,0.7956929005996297,0.631016693011864,0.47380423364243335,0.261336857832238,20377,15950,3124,18118,cfg02_G2_D32
evaluation,Warm B,57569,23501,0.3670071065425873,0.7052232972606785,0.6037226439665851,0.8087740947193737,0.6913647606576458,0.8008722565931496,0.546874185759697,0.4309824494635883,0.2800928778792802,19007,12476,4494,21592,cfg02_G2_D32
evaluation,Warm C,57569,23501,0.3585853576660156,0.7088189824384652,0.6073887543032003,0.8108165609974044,0.6945127840650229,0.8052451647490093,0.5449460647223332,0.4204560759190944,0.2836966864041476,19055,12317,4446,21751,cfg02_G2_D32
