split,variant,item_id,item_idx,phase,base_graph_mean,graph_density_gt_1e_6,graph_row_sum_error,local_delta_norm,last_warm_loss,tuning_seconds,final_training_seconds,device
validation,emerg_exact_topk,1,0,Cold,-0.010810486041009426,0.4444444444444444,5.960464477539063e-08,0.0,0.0,0.6577253519790247,,cuda
validation,emerg_exact_topk,1,0,Warm A,-0.010771247558295727,0.4444444444444444,5.960464477539063e-08,0.1546691507101059,0.4658830165863037,0.6577253519790247,,cuda
validation,emerg_exact_topk,1,0,Warm B,-0.011364678852260113,0.4444444444444444,5.960464477539063e-08,0.2509266436100006,0.4288197159767151,0.6577253519790247,,cuda
validation,emerg_exact_topk,1,0,Warm C,-0.011799260042607784,0.4444444444444444,5.960464477539063e-08,0.24441538751125336,0.551277756690979,0.6577253519790247,,cuda
validation,emerg_exact_topk,5,4,Cold,-0.011016924865543842,0.4444444444444444,5.960464477539063e-08,0.0,0.0,0.6577253519790247,,cuda
validation,emerg_exact_topk,5,4,Warm A,-0.011580525897443295,0.4444444444444444,5.960464477539063e-08,0.1610470861196518,0.6007139086723328,0.6577253519790247,,cuda
validation,emerg_exact_topk,5,4,Warm B,-0.012133751064538956,0.4444444444444444,5.960464477539063e-08,0.2772531509399414,0.6109902262687683,0.6577253519790247,,cuda
validation,emerg_exact_topk,5,4,Warm C,-0.012178591452538967,0.4444444444444444,1.1920928955078125e-07,0.34694814682006836,0.5171293616294861,0.6577253519790247,,cuda
validation,emerg_exact_topk,7,6,Cold,-0.010939190164208412,0.4444444444444444,5.960464477539063e-08,0.0,0.0,0.6577253519790247,,cuda
validation,emerg_exact_topk,7,6,Warm A,-0.01297282986342907,0.4444444444444444,5.960464477539063e-08,0.1493215709924698,0.6956595778465271,0.6577253519790247,,cuda
validation,emerg_exact_topk,7,6,Warm B,-0.012483686208724976,0.4444444444444444,1.1920928955078125e-07,0.21265099942684174,0.6833030581474304,0.6577253519790247,,cuda
validation,emerg_exact_topk,7,6,Warm C,-0.012321202084422112,0.4444444444444444,1.1920928955078125e-07,0.32242971658706665,0.6636242270469666,0.6577253519790247,,cuda
validation,emerg_exact_topk,11,10,Cold,-0.010956528596580029,0.4444444444444444,5.960464477539063e-08,0.0,0.0,0.6577253519790247,,cuda
validation,emerg_exact_topk,11,10,Warm A,-0.009971626102924347,0.4444444444444444,5.960464477539063e-08,0.16228698194026947,0.5205089449882507,0.6577253519790247,,cuda
validation,emerg_exact_topk,11,10,Warm B,-0.010798143222928047,0.4444444444444444,0.0,0.1995677351951599,0.6832618117332458,0.6577253519790247,,cuda
validation,emerg_exact_topk,11,10,Warm C,-0.010058904998004436,0.4444444444444444,5.960464477539063e-08,0.18566358089447021,0.5607475638389587,0.6577253519790247,,cuda
validation,emerg_exact_topk,17,16,Cold,-0.01088941190391779,0.4444444444444444,1.1920928955078125e-07,0.0,0.0,0.6577253519790247,,cuda
validation,emerg_exact_topk,17,16,Warm A,-0.01144812535494566,0.4444444444444444,1.1920928955078125e-07,0.16071344912052155,0.5228105783462524,0.6577253519790247,,cuda
validation,emerg_exact_topk,17,16,Warm B,-0.01131181325763464,0.4444444444444444,5.960464477539063e-08,0.2865123450756073,0.3852590322494507,0.6577253519790247,,cuda
validation,emerg_exact_topk,17,16,Warm C,-0.012028292752802372,0.4444444444444444,5.960464477539063e-08,0.34276828169822693,0.3419010043144226,0.6577253519790247,,cuda
validation,emerg_exact_topk,41,36,Cold,-0.011139234527945518,0.4444444444444444,1.1920928955078125e-07,0.0,0.0,0.6577253519790247,,cuda
validation,emerg_exact_topk,41,36,Warm A,-0.010692506097257137,0.4444444444444444,1.1920928955078125e-07,0.16253302991390228,0.7581440210342407,0.6577253519790247,,cuda
validation,emerg_exact_topk,41,36,Warm B,-0.010561570525169373,0.4444444444444444,5.960464477539063e-08,0.2888585031032562,0.531348705291748,0.6577253519790247,,cuda
validation,emerg_exact_topk,41,36,Warm C,-0.011112533509731293,0.4444444444444444,0.0,0.3490680754184723,0.6723161935806274,0.6577253519790247,,cuda
validation,emerg_exact_topk,104,76,Cold,-0.010978690348565578,0.4444444444444444,5.960464477539063e-08,0.0,0.0,0.6577253519790247,,cuda
validation,emerg_exact_topk,104,76,Warm A,-0.01157672330737114,0.4444444444444444,5.960464477539063e-08,0.1600770652294159,0.6895602345466614,0.6577253519790247,,cuda
validation,emerg_exact_topk,104,76,Warm B,-0.011245002038776875,0.4444444444444444,5.960464477539063e-08,0.19242806732654572,0.6339413523674011,0.6577253519790247,,cuda
