config_name,mean_validation_f1,mean_validation_auc,training_seconds,embedding_dim,hidden_dim,gnn_layers,learning_rate,warm_learning_rate,weight_decay,epochs,epoch_sample_rows,batch_size,warm_steps
cfg02_G2_D32,0.789670818929974,0.7557522146275,1.2850977440248244,32,96,2,0.001,0.01,1e-06,4,262144,4096,3
cfg01_G2_D16,0.7896307568907672,0.7538416400616633,1.306663107010536,16,64,2,0.001,0.01,1e-06,4,262144,4096,3
