variant,mean_validation_f1,mean_validation_auc,mean_evaluation_f1,mean_evaluation_auc
full_dgd,0.7866542158480977,0.7439413276899033,0.6552277895921911,0.7698949339673464
exact_sparsemax,0.7865733565153512,0.7437119616722345,0.655176794171584,0.7697475906935569
mix_topk,0.7865348820104682,0.7436854427520395,0.6549003050160832,0.7696935441761495
emerg_exact_topk,0.786490399945031,0.743364015123528,0.6549974130725251,0.7695518341078988
