config_name,mean_validation_f1,mean_validation_auc,training_seconds,embedding_dim,hidden_dim,gnn_layers,learning_rate,warm_learning_rate,weight_decay,epochs,epoch_sample_rows,batch_size,warm_steps
cfg02_G2_D32,0.7904496852402273,0.7556826605108513,0.9738153140060604,32,96,2,0.001,0.01,1e-06,4,262144,4096,3
cfg01_G2_D16,0.7896111192725848,0.7538638042652871,1.0074110889690928,16,64,2,0.001,0.01,1e-06,4,262144,4096,3
