config_name,mean_validation_f1,mean_validation_auc,training_seconds,embedding_dim,hidden_dim,gnn_layers,learning_rate,warm_learning_rate,weight_decay,epochs,epoch_sample_rows,batch_size,warm_steps
cfg02_G2_D32,0.7900324353487923,0.7555312393424486,0.9871849149931222,32,96,2,0.001,0.01,1e-06,4,262144,4096,3
cfg01_G2_D16,0.7893157961206683,0.7531700017278112,1.0131210659747012,16,64,2,0.001,0.01,1e-06,4,262144,4096,3
