variant,mean_validation_f1,mean_validation_auc,mean_evaluation_f1,mean_evaluation_auc
full_dgd,0.7866172055814582,0.7447046550390104,0.6593427629366366,0.7716974588819493
emerg_exact_topk,0.786569980301902,0.7444263798044628,0.6588928401262235,0.7717890301266324
exact_sparsemax,0.786556226403396,0.7445161322972397,0.6593625072724791,0.7717036678825611
mix_topk,0.7864953903085417,0.744474769246436,0.6593886274572307,0.7717497141583392
