layer,sparse_fusion_alpha,dense_temperature,modulation_gate
1,0.12378578633069992,3.286424398422241,0.1364050656557083
2,0.12123557925224304,3.2045738697052,0.13099472224712372
3,0.1205829530954361,3.1668031215667725,0.0940023735165596
