config_name,mean_validation_f1,mean_validation_auc,training_seconds,embedding_dim,hidden_dim,gnn_layers,learning_rate,warm_learning_rate,weight_decay,epochs,epoch_sample_rows,batch_size,warm_steps
cfg02_G2_D32,0.7903682684832696,0.7558616778915956,0.9535969140124507,32,96,2,0.001,0.01,1e-06,4,262144,4096,3
cfg01_G2_D16,0.7894485747036506,0.7536215204425146,0.9967031300184317,16,64,2,0.001,0.01,1e-06,4,262144,4096,3
