variant,mean_validation_f1,mean_validation_auc,mean_evaluation_f1,mean_evaluation_auc
full_dgd,0.7864487372514023,0.7436903298543744,0.655164954780282,0.7691386093405892
mix_topk,0.7864252094472817,0.7436556771336974,0.6540728977753211,0.7691401158066029
exact_sparsemax,0.7864219270625035,0.7436236660381317,0.6553535280187487,0.7690289030491344
emerg_exact_topk,0.7863812914739434,0.743550447621197,0.6540870756146746,0.7688589966646202
