split,variant,item_id,item_idx,phase,base_graph_mean,graph_density_gt_1e_6,graph_row_sum_error,local_delta_norm,last_warm_loss,tuning_seconds,final_training_seconds,device
validation,emerg_exact_topk,1,0,Cold,-0.006456684321165085,0.4444444444444444,0.0,0.0,0.0,0.6397281690151431,,cuda
validation,emerg_exact_topk,1,0,Warm A,-0.0069087170995771885,0.4444444444444444,0.0,0.15608073770999908,0.4990486800670624,0.6397281690151431,,cuda
validation,emerg_exact_topk,1,0,Warm B,-0.008097793906927109,0.4444444444444444,1.1920928955078125e-07,0.26249030232429504,0.38507333397865295,0.6397281690151431,,cuda
validation,emerg_exact_topk,1,0,Warm C,-0.00765422685071826,0.4444444444444444,1.1920928955078125e-07,0.2754656672477722,0.5185114145278931,0.6397281690151431,,cuda
validation,emerg_exact_topk,5,4,Cold,-0.006418309174478054,0.4444444444444444,5.960464477539063e-08,0.0,0.0,0.6397281690151431,,cuda
validation,emerg_exact_topk,5,4,Warm A,-0.005450347904115915,0.4444444444444444,0.0,0.15487581491470337,0.557969331741333,0.6397281690151431,,cuda
validation,emerg_exact_topk,5,4,Warm B,-0.005185491405427456,0.4444444444444444,0.0,0.23256103694438934,0.6339501142501831,0.6397281690151431,,cuda
validation,emerg_exact_topk,5,4,Warm C,-0.005844571627676487,0.4444444444444444,5.960464477539063e-08,0.2733929455280304,0.5065780282020569,0.6397281690151431,,cuda
validation,emerg_exact_topk,7,6,Cold,-0.006422614678740501,0.4444444444444444,5.960464477539063e-08,0.0,0.0,0.6397281690151431,,cuda
validation,emerg_exact_topk,7,6,Warm A,-0.0056856670416891575,0.4444444444444444,5.960464477539063e-08,0.15183301270008087,0.6650024652481079,0.6397281690151431,,cuda
validation,emerg_exact_topk,7,6,Warm B,-0.0056789712980389595,0.4444444444444444,5.960464477539063e-08,0.2287859320640564,0.6758571863174438,0.6397281690151431,,cuda
validation,emerg_exact_topk,7,6,Warm C,-0.006361715029925108,0.4444444444444444,0.0,0.31444066762924194,0.6990469098091125,0.6397281690151431,,cuda
validation,emerg_exact_topk,11,10,Cold,-0.006445750128477812,0.4444444444444444,0.0,0.0,0.0,0.6397281690151431,,cuda
validation,emerg_exact_topk,11,10,Warm A,-0.007328972220420837,0.4444444444444444,0.0,0.16120953857898712,0.5720781087875366,0.6397281690151431,,cuda
validation,emerg_exact_topk,11,10,Warm B,-0.007009565830230713,0.4444444444444444,1.1920928955078125e-07,0.183611199259758,0.6786240339279175,0.6397281690151431,,cuda
validation,emerg_exact_topk,11,10,Warm C,-0.007173299789428711,0.4444444444444444,5.960464477539063e-08,0.27522116899490356,0.5851624608039856,0.6397281690151431,,cuda
validation,emerg_exact_topk,17,16,Cold,-0.006494925357401371,0.4444444444444444,5.960464477539063e-08,0.0,0.0,0.6397281690151431,,cuda
validation,emerg_exact_topk,17,16,Warm A,-0.006657974328845739,0.4444444444444444,1.1920928955078125e-07,0.1488720327615738,0.5349106192588806,0.6397281690151431,,cuda
validation,emerg_exact_topk,17,16,Warm B,-0.007972592487931252,0.4444444444444444,1.1920928955078125e-07,0.23663873970508575,0.3779401183128357,0.6397281690151431,,cuda
validation,emerg_exact_topk,17,16,Warm C,-0.008362142369151115,0.4444444444444444,5.960464477539063e-08,0.31680795550346375,0.3420047461986542,0.6397281690151431,,cuda
validation,emerg_exact_topk,41,36,Cold,-0.006445335689932108,0.4444444444444444,5.960464477539063e-08,0.0,0.0,0.6397281690151431,,cuda
validation,emerg_exact_topk,41,36,Warm A,-0.007120778318494558,0.4444444444444444,1.1920928955078125e-07,0.16492128372192383,0.8057999014854431,0.6397281690151431,,cuda
validation,emerg_exact_topk,41,36,Warm B,-0.008330999873578548,0.4444444444444444,5.960464477539063e-08,0.269409716129303,0.5450837016105652,0.6397281690151431,,cuda
validation,emerg_exact_topk,41,36,Warm C,-0.00981956534087658,0.4444444444444444,1.1920928955078125e-07,0.34736108779907227,0.7033160328865051,0.6397281690151431,,cuda
validation,emerg_exact_topk,104,76,Cold,-0.006361506413668394,0.4444444444444444,1.1920928955078125e-07,0.0,0.0,0.6397281690151431,,cuda
validation,emerg_exact_topk,104,76,Warm A,-0.0074490513652563095,0.4444444444444444,5.960464477539063e-08,0.16005222499370575,0.6752654314041138,0.6397281690151431,,cuda
validation,emerg_exact_topk,104,76,Warm B,-0.006796490401029587,0.4444444444444444,5.960464477539063e-08,0.148740753531456,0.5775717496871948,0.6397281690151431,,cuda
validation,emerg_exact_topk,104,76,Warm C,-0.006518614944070578,0.4444444444444444,1.1920928955078125e-07,0.23982006311416626,0.5794934630393982,0.6397281690151431,,cuda
validation,emerg_exact_topk,107,78,Cold,-0.006418256089091301,0.4444444444444444,0.0,0.0,0.0,0.6397281690151431,,cuda
validation,emerg_exact_topk,107,78,Warm A,-0.005948993377387524,0.4444444444444444,1.1920928955078125e-07,0.1542239487171173,0.7501580119132996,0.6397281690151431,,cuda
validation,emerg_exact_topk,107,78,Warm B,-0.00645057437941432,0.4444444444444444,5.960464477539063e-08,0.1499636173248291,0.5300341844558716,0.6397281690151431,,cuda
validation,emerg_exact_topk,107,78,Warm C,-0.006286656484007835,0.4444444444444444,0.0,0.19892850518226624,0.5635507702827454,0.6397281690151431,,cuda
validation,emerg_exact_topk,110,79,Cold,-0.0064086150377988815,0.4444444444444444,0.0,0.0,0.0,0.6397281690151431,,cuda
validation,emerg_exact_topk,110,79,Warm A,-0.006680148653686047,0.4444444444444444,1.1920928955078125e-07,0.15946219861507416,0.5204319357872009,0.6397281690151431,,cuda
validation,emerg_exact_topk,110,79,Warm B,-0.007371906191110611,0.4444444444444444,5.960464477539063e-08,0.25134697556495667,0.4578368663787842,0.6397281690151431,,cuda
validation,emerg_exact_topk,110,79,Warm C,-0.007981808856129646,0.4444444444444444,1.1920928955078125e-07,0.354756236076355,0.5077750086784363,0.6397281690151431,,cuda
validation,emerg_exact_topk,111,80,Cold,-0.006355274002999067,0.4444444444444444,5.960464477539063e-08,0.0,0.0,0.6397281690151431,,cuda
validation,emerg_exact_topk,111,80,Warm A,-0.006653109565377235,0.4444444444444444,5.960464477539063e-08,0.1687988042831421,0.7125900983810425,0.6397281690151431,,cuda
validation,emerg_exact_topk,111,80,Warm B,-0.006457680370658636,0.4444444444444444,5.960464477539063e-08,0.2257353514432907,0.36484935879707336,0.6397281690151431,,cuda
validation,emerg_exact_topk,111,80,Warm C,-0.007699211593717337,0.4444444444444444,1.1920928955078125e-07,0.2983201742172241,0.30875006318092346,0.6397281690151431,,cuda
validation,emerg_exact_topk,158,103,Cold,-0.006428375840187073,0.4444444444444444,5.960464477539063e-08,0.0,0.0,0.6397281690151431,,cuda
validation,emerg_exact_topk,158,103,Warm A,-0.007432672195136547,0.4444444444444444,5.960464477539063e-08,0.1561742126941681,0.43460044264793396,0.6397281690151431,,cuda
validation,emerg_exact_topk,158,103,Warm B,-0.007261438295245171,0.4444444444444444,5.960464477539063e-08,0.23284582793712616,0.6109433174133301,0.6397281690151431,,cuda
