split,item_id,item_idx,phase,graph_mean,graph_std,graph_density_gt_0_5,graph_diag_mean,local_delta_norm,last_warm_loss,config_name,selected_config_name,final_training_seconds,device
validation,1,0,Cold,0.5641553997993469,0.1700986623764038,0.6049382716049383,1.0,0.0,0.0,cfg02_G2_D32,cfg02_G2_D32,1.295354727015365,cuda
validation,1,0,Warm A,0.5669135451316833,0.16930459439754486,0.6049382716049383,1.0,0.23827286064624786,0.422276109457016,cfg02_G2_D32,cfg02_G2_D32,1.295354727015365,cuda
validation,1,0,Warm B,0.5668195486068726,0.17059089243412018,0.5802469135802469,1.0,0.40139254927635193,0.3318508267402649,cfg02_G2_D32,cfg02_G2_D32,1.295354727015365,cuda
validation,1,0,Warm C,0.5674179196357727,0.16973035037517548,0.6049382716049383,1.0,0.3097842037677765,0.5298011898994446,cfg02_G2_D32,cfg02_G2_D32,1.295354727015365,cuda
validation,5,4,Cold,0.5670297741889954,0.17361006140708923,0.6049382716049383,1.0,0.0,0.0,cfg02_G2_D32,cfg02_G2_D32,1.295354727015365,cuda
validation,5,4,Warm A,0.5689630508422852,0.17291797697544098,0.6296296296296297,1.0,0.20123083889484406,0.4884670674800873,cfg02_G2_D32,cfg02_G2_D32,1.295354727015365,cuda
validation,5,4,Warm B,0.5735225081443787,0.1729099303483963,0.654320987654321,1.0,0.32824093103408813,0.46089640259742737,cfg02_G2_D32,cfg02_G2_D32,1.295354727015365,cuda
validation,5,4,Warm C,0.576488733291626,0.17049436271190643,0.6790123456790124,1.0,0.39353081583976746,0.30278313159942627,cfg02_G2_D32,cfg02_G2_D32,1.295354727015365,cuda
validation,7,6,Cold,0.5671021938323975,0.16979281604290009,0.6049382716049383,1.0,0.0,0.0,cfg02_G2_D32,cfg02_G2_D32,1.295354727015365,cuda
validation,7,6,Warm A,0.5603958368301392,0.1720082014799118,0.6049382716049383,1.0,0.2345825582742691,0.6824457049369812,cfg02_G2_D32,cfg02_G2_D32,1.295354727015365,cuda
validation,7,6,Warm B,0.561062216758728,0.17298562824726105,0.6049382716049383,1.0,0.37386322021484375,0.6128559112548828,cfg02_G2_D32,cfg02_G2_D32,1.295354727015365,cuda
validation,7,6,Warm C,0.5575919151306152,0.17457008361816406,0.6049382716049383,1.0,0.5762478113174438,0.6768879294395447,cfg02_G2_D32,cfg02_G2_D32,1.295354727015365,cuda
validation,11,10,Cold,0.5674002766609192,0.1713857799768448,0.6049382716049383,1.0,0.0,0.0,cfg02_G2_D32,cfg02_G2_D32,1.295354727015365,cuda
validation,11,10,Warm A,0.5699917078018188,0.17112703621387482,0.6049382716049383,1.0,0.22933954000473022,0.48270168900489807,cfg02_G2_D32,cfg02_G2_D32,1.295354727015365,cuda
validation,11,10,Warm B,0.5712611079216003,0.17198842763900757,0.6296296296296297,1.0,0.20529676973819733,0.5649158358573914,cfg02_G2_D32,cfg02_G2_D32,1.295354727015365,cuda
validation,11,10,Warm C,0.5722334384918213,0.17516522109508514,0.6296296296296297,1.0,0.29867711663246155,0.4993455111980438,cfg02_G2_D32,cfg02_G2_D32,1.295354727015365,cuda
validation,17,16,Cold,0.5665943622589111,0.1703023910522461,0.6049382716049383,1.0,0.0,0.0,cfg02_G2_D32,cfg02_G2_D32,1.295354727015365,cuda
validation,17,16,Warm A,0.5662694573402405,0.171904519200325,0.6049382716049383,1.0,0.21154192090034485,0.44218119978904724,cfg02_G2_D32,cfg02_G2_D32,1.295354727015365,cuda
validation,17,16,Warm B,0.5696276426315308,0.17037680745124817,0.6296296296296297,1.0,0.4027833938598633,0.3046741187572479,cfg02_G2_D32,cfg02_G2_D32,1.295354727015365,cuda
validation,17,16,Warm C,0.5699652433395386,0.17073673009872437,0.6296296296296297,1.0,0.5171123147010803,0.2791425883769989,cfg02_G2_D32,cfg02_G2_D32,1.295354727015365,cuda
validation,41,36,Cold,0.5708736181259155,0.17075638473033905,0.6296296296296297,1.0,0.0,0.0,cfg02_G2_D32,cfg02_G2_D32,1.295354727015365,cuda
validation,41,36,Warm A,0.5673332810401917,0.17252719402313232,0.6049382716049383,1.0,0.20579683780670166,0.561082661151886,cfg02_G2_D32,cfg02_G2_D32,1.295354727015365,cuda
validation,41,36,Warm B,0.5653775930404663,0.17328782379627228,0.6049382716049383,1.0,0.39802590012550354,0.38850027322769165,cfg02_G2_D32,cfg02_G2_D32,1.295354727015365,cuda
validation,41,36,Warm C,0.5583087205886841,0.17478109896183014,0.5802469135802469,1.0,0.4183785319328308,0.6188194155693054,cfg02_G2_D32,cfg02_G2_D32,1.295354727015365,cuda
validation,104,76,Cold,0.566788911819458,0.17265339195728302,0.6049382716049383,1.0,0.0,0.0,cfg02_G2_D32,cfg02_G2_D32,1.295354727015365,cuda
validation,104,76,Warm A,0.5683634281158447,0.17245234549045563,0.6049382716049383,1.0,0.20812620222568512,0.6227859854698181,cfg02_G2_D32,cfg02_G2_D32,1.295354727015365,cuda
validation,104,76,Warm B,0.5697358250617981,0.17307299375534058,0.6296296296296297,1.0,0.27830809354782104,0.5391516089439392,cfg02_G2_D32,cfg02_G2_D32,1.295354727015365,cuda
validation,104,76,Warm C,0.5664145350456238,0.17211639881134033,0.6049382716049383,1.0,0.254309743642807,0.6155608296394348,cfg02_G2_D32,cfg02_G2_D32,1.295354727015365,cuda
validation,107,78,Cold,0.5645318031311035,0.16893866658210754,0.6049382716049383,1.0,0.0,0.0,cfg02_G2_D32,cfg02_G2_D32,1.295354727015365,cuda
validation,107,78,Warm A,0.5609006285667419,0.169500470161438,0.6296296296296297,1.0,0.213167205452919,0.6700655817985535,cfg02_G2_D32,cfg02_G2_D32,1.295354727015365,cuda
validation,107,78,Warm B,0.5655777454376221,0.16845998167991638,0.6296296296296297,1.0,0.21414314210414886,0.5184966325759888,cfg02_G2_D32,cfg02_G2_D32,1.295354727015365,cuda
validation,107,78,Warm C,0.5633862614631653,0.16981574892997742,0.6296296296296297,1.0,0.31499093770980835,0.6000255942344666,cfg02_G2_D32,cfg02_G2_D32,1.295354727015365,cuda
validation,110,79,Cold,0.5680171847343445,0.16954109072685242,0.6049382716049383,1.0,0.0,0.0,cfg02_G2_D32,cfg02_G2_D32,1.295354727015365,cuda
validation,110,79,Warm A,0.5663121938705444,0.17038823664188385,0.6049382716049383,1.0,0.2154248207807541,0.4240592122077942,cfg02_G2_D32,cfg02_G2_D32,1.295354727015365,cuda
validation,110,79,Warm B,0.5731675624847412,0.16759419441223145,0.6296296296296297,1.0,0.3900795876979828,0.3634621798992157,cfg02_G2_D32,cfg02_G2_D32,1.295354727015365,cuda
