family,model_label,seed,bundle_id,schema_version,protocol_pointer_sha256,source_status,split,phase,rows,positives,threshold,accuracy,precision,recall,f1,roc_auc,predicted_positive_rate,score_mean,score_std,tp,fp,fn,tn,config_name,variant
dgd_ablation,DGD-Ablation:selected,2025,20260716T184701786646-s2025-5c207281ada6,dgd-ablation-v1,5256c3aeda7f7e619fd60d9530397af6a207c7a83d80c45cdd131e0d86fc2ee0,PASS,evaluation,Cold,57569,23501,0.3293842673301697,0.5119769320293908,0.4536820454912083,0.9573635164461088,0.6156266673963308,0.7327902134442109,0.8614358422067432,0.5643494536470859,0.193422528329116,22499,27093,1002,6975,,full_dgd
dgd_ablation,DGD-Ablation:selected,2025,20260716T184701786646-s2025-5c207281ada6,dgd-ablation-v1,5256c3aeda7f7e619fd60d9530397af6a207c7a83d80c45cdd131e0d86fc2ee0,PASS,evaluation,Warm A,57569,23501,0.387720376253128,0.6146884608035574,0.5164181333864423,0.8826858431556104,0.6516098633579394,0.7661123642377012,0.697753999548368,0.5190277738724214,0.2098788512279265,20744,19425,2757,14643,,full_dgd
dgd_ablation,DGD-Ablation:selected,2025,20260716T184701786646-s2025-5c207281ada6,dgd-ablation-v1,5256c3aeda7f7e619fd60d9530397af6a207c7a83d80c45cdd131e0d86fc2ee0,PASS,evaluation,Warm B,57569,23501,0.3754287362098694,0.6609807361600861,0.5550671753192901,0.8543891749287265,0.6729451193967324,0.7843459294213532,0.6283590126630652,0.4791831658761705,0.2260211125167285,20079,16095,3422,17973,,full_dgd
dgd_ablation,DGD-Ablation:selected,2025,20260716T184701786646-s2025-5c207281ada6,dgd-ablation-v1,5256c3aeda7f7e619fd60d9530397af6a207c7a83d80c45cdd131e0d86fc2ee0,PASS,evaluation,Warm C,57569,23501,0.3930592536926269,0.6995605273671595,0.5986392395002067,0.801199948938343,0.6852640390144484,0.795557293365871,0.546353071965815,0.4534776173233696,0.2393623527587104,18829,12624,4672,21444,,full_dgd
dgd_ablation,DGD-Ablation:selected,3407,20260716T185304080234-s3407-bb86e78b7369,dgd-ablation-v1,5256c3aeda7f7e619fd60d9530397af6a207c7a83d80c45cdd131e0d86fc2ee0,PASS,evaluation,Cold,57569,23501,0.3170742690563202,0.5079643558164985,0.4516891283016601,0.95978894515127,0.6142868814510198,0.7285968315723271,0.8674286508363876,0.5558551533955306,0.1930643732708747,22556,27381,945,6687,,full_dgd
dgd_ablation,DGD-Ablation:selected,3407,20260716T185304080234-s3407-bb86e78b7369,dgd-ablation-v1,5256c3aeda7f7e619fd60d9530397af6a207c7a83d80c45cdd131e0d86fc2ee0,PASS,evaluation,Warm A,57569,23501,0.3715471923351288,0.607931351942886,0.5113188257631079,0.8938343049231947,0.6505117445767462,0.7652831924788703,0.7136132293421806,0.5126413332593831,0.2101884178406851,21006,20076,2495,13992,,full_dgd
dgd_ablation,DGD-Ablation:selected,3407,20260716T185304080234-s3407-bb86e78b7369,dgd-ablation-v1,5256c3aeda7f7e619fd60d9530397af6a207c7a83d80c45cdd131e0d86fc2ee0,PASS,evaluation,Warm B,57569,23501,0.3937255442142486,0.67175042123365,0.5667169023881289,0.8320497000127655,0.674217739850013,0.7849193757250303,0.5993503448036269,0.4750735173687649,0.2273940928529535,19554,14950,3947,19118,,full_dgd
dgd_ablation,DGD-Ablation:selected,3407,20260716T185304080234-s3407-bb86e78b7369,dgd-ablation-v1,5256c3aeda7f7e619fd60d9530397af6a207c7a83d80c45cdd131e0d86fc2ee0,PASS,evaluation,Warm C,57569,23501,0.3721580505371094,0.6911358543660651,0.5865617433414043,0.8246457597549041,0.6855202419483207,0.7960264258363431,0.5739199916621793,0.4503958561368895,0.241423583097263,19380,13660,4121,20408,,full_dgd
dgd_ablation,DGD-Ablation:selected,4517,20260716T185504249041-s4517-b7f072a51da0,dgd-ablation-v1,5256c3aeda7f7e619fd60d9530397af6a207c7a83d80c45cdd131e0d86fc2ee0,PASS,evaluation,Cold,57569,23501,0.3194020986557007,0.5132797165140961,0.4543599894964348,0.9571507595421472,0.61620644312952,0.7341569173819303,0.8599593531240772,0.5529673094993298,0.1965157048244914,22494,27013,1007,7055,,full_dgd
dgd_ablation,DGD-Ablation:selected,4517,20260716T185504249041-s4517-b7f072a51da0,dgd-ablation-v1,5256c3aeda7f7e619fd60d9530397af6a207c7a83d80c45cdd131e0d86fc2ee0,PASS,evaluation,Warm A,57569,23501,0.3824020028114319,0.6215671628828016,0.5215782983970407,0.8819624696821412,0.6555028462998103,0.768488965270874,0.6902847018360576,0.5106777996844644,0.2125945832264943,20727,19012,2774,15056,,full_dgd
